"","公司全名","更新日期","計算終止日","專利號","申請日","獲證日","PR","標題","專利摘要","主分支","公開發行","技術分類","股票代碼","產業別","收盤時間","氣動值","月營收成長率","熱度值","營收成長率","毛利成長率","營益成長率","外資成本","投信成本","自營商成本","收盤價","加權後成本","市值權重%","趨勢機率%","NA"
"2189","爾尼卡科技","2025-03-03","2025-02-15","TWI862118B","2023-08-30","2024-11-11",29,"非接觸式防盜智慧交易卡","本發明係提供一種非接觸式防盜智慧交易卡，其包含卡片本體、柔性電控載板、身分辨識單元、感應交易單元、網路交易單元、訊號收集單元、顯示單元及發光單元。藉此，可由身分辨識單元經身分辨識後，以感應交易單元或網路交易單元進行交易，且由訊號收集單元依據辨識結果與交易結果驅動顯示單元與發光單元輸出提示訊息，而達到提升交易時之安全性及便利性。","decline","No","其他",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"2190","爾尼卡科技","2025-03-03","2025-02-15","TWI831380B","2022-09-20","2024-02-01",87,"顯示型發光卡","本發明係提供一種顯示型發光卡，其包含可撓式電控機構及可撓式卡片本體；可撓式電控機構包括有交易處理機構、顯示單元與發光單元；可撓式卡片本體包括第一板體及第二板體，第一板體與第二板體相互結合使可撓式電控機構位於第一板體與第二板體之間，顯示單元對應第一板體，第一板體設有第一油墨圖案層，第二板體設有第二油墨圖案層。藉此，可使可撓式電控機構穩固結合於可撓式卡片本體中，以增加結構之穩定性與可靠度，且於使用時以交易處理機構與支付設備執行交易，並交易時由顯示單元與該發光單元輸出交易訊息，而達到提升交易時之安全性及便利性。","decline","No","顯示技術",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"2191","爾尼卡科技","2025-03-03","2025-02-15","TWI844961B","2022-09-20","2024-06-11",79,"可撓式顯示型發光卡","本發明係提供一種可撓式顯示型發光卡，其包含可撓式卡片本體及可撓式電控機構；可撓式電控機構設於可撓式卡片本體，可撓式電控機構包括有處理單元、顯示單元、連結單元、發光單元與儲電單元。藉此，可由連結單元與支付設備連結並供電，且交易時由顯示單元與發光單元輸出交易訊息，而達到提升交易時之安全性及便利性。","decline","No","顯示技術",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"2192","爾尼卡科技","2025-03-03","2025-02-15","TWI858892B","2023-08-30","2024-10-11",10,"顯示型交易卡","本發明係提供一種顯示型交易卡，其包含卡片本體、柔性電控載板、帳戶交易單元、選擇控制鍵、訊號收集單元、顯示單元、發光單元及電力單元。藉此，可由選擇控制鍵選擇帳戶交易單元中之交易模式，且由訊號收集單元依據開關選擇及交易選擇驅動顯示單元與發光單元輸出提示訊息，而達到提升交易時之安全性及便利性。","decline","No","顯示技術",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"2193","爾本科技","2025-03-03","2025-02-15","TWI834597B","2023-10-27","2024-03-01",68,"整合專業服務供應與公民需求的媒合系統","本發明一種整合專業服務供應與公民需求的媒合系統，其包含相互耦接的用戶註冊模組、資料庫模組、事件標註模組及任務媒合模組。資料庫模組儲存有公務員資料及用戶資料；事件標註模組包含用戶定位單元及標註單元，用戶定位單元判斷用戶之當前所在位置，並藉由終端機顯示標註區域，標註單元用以讓用戶於標註區域內標註事件；任務媒合模組包含發佈單元、推播單元及媒合單元，發佈單元讓用戶發出任務並成為雇主，推播單元依據用戶資料將任務傳送給符合任務條件的用戶，前述用戶可選擇承接任務並成為受雇者，當受雇者承接任務時，媒合單元將受雇者資料提供給雇主，若雇主接受受雇者，則雇傭關係成立。","main","No","其他",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"2194","特豪科技","2025-03-03","2025-02-15","TWI849604B","2022-12-01","2024-07-21",34,"印刷電路板之熱壓合設備及熱壓合方法","本創作係印刷電路板之熱壓合設備及方法，包含複數加熱板組及複數連接件。加熱板組設於上熱壓座與下熱壓座之間，且沿著下熱壓座至上熱壓座的方向排列。任兩相鄰的加熱板組用以夾壓其中一組印刷電路板半成品堆疊。連接件能分離堆疊並依序串聯該等加熱板組，並使各加熱板組能通電發熱。本創作結合傳統與新式熱壓合機的優點，能快速升溫、溫度平均，且可以同時降低傳統壓合機的高壓力需求，並能維持降溫冷卻與避免使用外部熱油循環等複雜設計，藉此提升操作性，同時解決傳統壓合機層間升溫與必然的溫差問題，有利於特殊、超薄材料的壓合作業。","main","No","其他",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"2195","獵速科技","2025-03-03","2025-02-15","TWI829230B","2022-06-30","2024-01-11",62,"用於高速光發射器之非對稱前饋等化器","一種用於高速光發射器之非對稱前饋等化器，包括：主驅動器，接收輸入數據訊號，及產生增益主驅動器數據訊號；第一相位調整單元，對齊輸入數據訊號的相位；上升沿等化驅動器，偵測訊號的上升沿，並生成第一調整數據訊號；下降沿等化驅動器，偵測訊號的下降沿，並生成第二調整數據訊號；第二相位調整單元，對齊輸入數據訊號的上升沿與下降沿之間的相位；等化延遲模組，生成延遲訊號，確定等化延遲；以及垂直共振腔面射型雷射，用於輸出增益主驅動數據訊號、第一調整數據訊號以及第二調整數據訊號的線性組合。","main","No","其他",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"2196","玉山商業銀行","2025-03-03","2025-02-15","TWI800339B","2022-03-31","2023-04-21",65,"多元驗證網路銀行系統及多元驗證方法","一種多元驗證網路銀行系統，包含一使用端電子裝置、一網路銀行伺服器及一驗證伺服器。使用端電子裝置連結至網路銀行伺服器後執行多個預定服務程序其中一者。網路銀行伺服器將多個驗證選項其中對應於當前的預定服務程序的驗證選項傳送給使用端電子裝置，供其顯示接收到的驗證選項。使用端電子裝置根據使用者的操作選定驗證選項其中一者作為一目標驗證選項，並傳送一驗證方式選擇通知給網路銀行伺服器。網路銀行伺服器傳送一包含目標驗證選項的驗證請求給驗證伺服器。驗證伺服器執行一對應於目標驗證選項的驗證程序並產生一驗證結果。","main","No","其他",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"2197","玉山商業銀行","2025-03-03","2025-02-15","TWI815310B","2022-02-16","2023-09-11",19,"主動式資料庫風險偵測系統與運作方法","一種主動式資料庫風險偵測系統與運作方法，系統設有巨量資料平台，其中包括資料學習模組與人工智能訓練模組，資料學習模組用以處理不同格式的資料庫日誌，建立邏輯化的資料，並學習資料特徵，予以分類；人工智能訓練模組用以執行機器學習，建立偵測異常資料庫事件的一偵測模型。系統設有佈署於資料庫伺服器上之稽核資料分析偵測引擎，其中包括稽核日誌收集模組與異常偵測模組，稽核日誌收集模組用以收集資料庫存取軌跡，異常偵測模組用以佈署偵測模型，以即時偵測資料庫中異常資料庫事件，並提供處置措施。","main","No","資料管理與優化",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"2198","玉山商業銀行","2025-03-03","2025-02-15","TWI864705B","2023-04-27","2024-12-01",85,"驗證系統及驗證方法","一種驗證系統，包含一驗證伺服器及一行動通訊裝置。行動通訊裝置傳送一交易資訊給驗證伺服器。驗證伺服器根據交易資訊，使用一第一預定雜湊演算法，產生一第一秘密資料。驗證伺服器將第一秘密資料及一密碼長度傳送給行動通訊裝置。行動通訊裝置根據第一秘密資料及密碼長度，使用一預定一次性密碼演算法產生一個一次性密碼，並將一包含該一次性密碼的驗證請求傳送給驗證伺服器。驗證伺服器根據第一秘密資料及密碼長度，使用預定一次性密碼演算法產生一次性密碼。驗證伺服器比對所產生的一次性密碼與驗證請求的一次性密碼以產生一驗證結果。","main","No","無線通信技術",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"2199","玉山商業銀行","2025-03-03","2025-02-15","TWI867936B","2024-01-11","2024-12-21",84,"令牌用量管理系統及令牌用量管理方法","一種令牌用量管理系統，包含一儲存單元及與其連接的一處理單元。當一使用端電子裝置以一使用者帳號登入該令牌用量管理系統且傳送一包含一提示詞的待發送資料，該處理單元於判斷該使用者帳號對應的一單位識別資料與預存的多個被授權單位識別資料其中一者相符且根據該提示詞產生的一預估令牌使用量不大於相符的該被授權單位識別資料對應的一令牌剩餘使用量後，將一包含該待發送資料的答覆請求傳送給一生成式人工智慧系統，並接收該生成式人工智慧系統回傳的一本次令牌使用量，並根據該本次令牌使用量更新對應的該令牌剩餘使用量。","main","No","其他",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"2200","玉山商業銀行","2025-03-03","2025-02-15","TWI838277B","2023-06-15","2024-04-01",74,"判斷貨幣匯率共整合關係以選擇交易標的之系統及方法","一種判斷貨幣匯率共整合關係以選擇交易標的之系統及方法，其透過檢測至少兩貨幣匯率之時間序列資料存在共整合關係時，計算共整合關係之合成比例，並依據合成比例產生合成時序資料後，依據合成時序資料計算共整合關係之半衰期，並由合成時序資料取出數量為半衰期之共整合資料，以使用布林通道判斷共整合資料是否滿足交易訊號之技術手段，可以有效尋找可共整合之貨幣交易組合，並達成自動產生貨幣投資策略的技術功效。","main","No","交易資料篩選技術",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"2201","玉山商業銀行","2025-03-03","2025-02-15","TWI849450B","2022-07-12","2024-07-21",13,"平行驗證系統及平行驗證方法","一種平行驗證系統，包含一第一核心主機、一第二核心主機、一即時驗證伺服器及一應用程式介面閘道主機。當接收到來自前端主機的一即時資料，應用程式介面閘道主機將即時資料轉換成符合第一核心主機的編碼及格式後傳送給第一核心主機並將即時資料轉換成符合第二核心主機的編碼及格式後傳送給第二核心主機。第一核心主機及第二核心主機於接收到即時資料時執行一即時作業以分別產生一第一回傳紀錄及一第二回傳紀錄。應用程式介面閘道主機將第一回傳紀錄及第二回傳紀錄轉換成相同的編碼及格式。即時驗證伺服器比對第一回傳紀錄及第二回傳紀錄。","main","No","無線通信技術",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"2202","王嘉楨","2025-03-03","2025-02-15","TWI840954B","2022-09-20","2024-05-01",64,"協同合作處理發生之事的系統及驗證發生之事資料的有效性的方法","一種驗證發生之事資料的有效性的的方法，用於一用來節能的協同合作處理發生之事的系統，該方法包含有：從一先前圓球體的一一覽概要取得一資訊，以及對該資訊執行一雜湊運算，以產生一運算結果；計算該運算結果及一第一參數的一總和；根據一第二參數，移位該總和，以產生一移位的結果；根據該移位的結果，查找一查找表，以產生一取代輸出；獲得該先前圓球體的一序列號；以及對該取代輸出及該先前圓球體的該序列號執行一互斥或(exclusive OR,XOR)運算，以產生一互斥或運算結果，以及對該互斥或運算結果執行該雜湊運算，以產生一驗證結果。","main","No","其他",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"2203","王富民","2025-03-03","2025-02-15","TWI857818B","2023-10-24","2024-10-01",73,"醫療資訊處理方法及其雲端平台服務系統、本地端伺服器及雲端平台","一種醫療資訊處理方法用以處理包含有描述性資訊與待運算資料的醫療資訊，以使醫療資訊經處理後符合醫療資訊運算應用程式使用。醫療資訊處理方法係包含運算用資訊檢出程序及驗證資訊產生程序。運算用資訊檢出程序係於醫療資訊之描述性資訊中，檢出符合該醫療資訊運算應用程式進行運算時所需之至少一運算用資訊，若檢出結果為真，則將該運算用資訊以外之其他描述性資訊全部或部分刪除，並與該待運算資料據以產生待運算醫療資訊；驗證資訊產生程序係於運算用資訊檢出程序中產生該待運算醫療資訊時，產生驗證資訊。","decline","No","其他",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"2204","王藝憓","2025-03-03","2025-02-15","TWI840306B","2023-09-20","2024-04-21",65,"公益捐獻互動系統","本發明係一種公益捐獻互動系統，包含：一資料庫，用以儲存一第一會員資訊及一第一捐獻標的；一註冊登入模組，與該資料庫為訊號連接，用以接收一第一使用者之一登入請求，並與該資料庫之該第一會員資訊進行比對，如相符，則允准該第一使用者之該登入請求；一捐獻作業模組，與該註冊登入模組為訊號連接，接收該登入請求經該註冊登入模組允准之該第一使用者所傳送之一捐獻資訊；以及一分派紀錄模組，與該捐獻作業模組、該資料庫為訊號連接，將該捐獻資訊與該第一捐獻標的進行一核對運算，如得出一有效結果，即依據該第一捐獻標的及該捐獻資訊之內容執行一公益捐獻，產生一捐獻紀錄並將該捐獻紀錄更新於該第一會員資訊內。","main","No","其他",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"2205","瑞儀光電","2025-03-03","2025-02-15","TWI822281B","2022-08-30","2023-11-11",47,"背光控制電路","本發明提供一種背光控制電路，用以驅動一面發光裝置。背光控制電路包括一驅動電路。驅動電路用來產生複數個驅動電流以驅動面發光裝置，以使面發光裝置之複數個背光區塊產生複數個輝度值。每一背光區塊包含有至少一個光源，用以發射光線。面發光裝置至少被分為一第一背光區域以及一第二背光區域。第二背光區域相較於第一背光區域更為靠近面發光裝置的邊緣。複數個驅動電流中之一第一驅動電流用以驅動第一背光區域之的光源。複數個驅動電流中之一第二驅動電流用以驅動第二背光區域之的光源。第二驅動電流大於第一驅動電流。","main","Yes","其他","6176","光電業","2025-02-27",0.43,2.55,4,24.36,32.55,41.22,179.3,159.4,197.2,198.5,174.9,0.11461,70.7,"TW"
"2206","瑞儀光電","2025-03-03","2025-02-15","TWI845250B","2023-04-10","2024-06-11",38,"背光模組及顯示器","本發明提供之背光模組包含一背板、一導光板及一光源模組，導光板設於該背板，該導光板包含一入光面及一出光面，該入光面與該出光面連接，光源模組包含一基板及至少一發光單元，該基板位於該導光板的出光面，該至少一發光單元設於該基板上，且該至少一發光單元朝向該導光板的入光面，其中，該基板包含一電連接部及至少一散熱部，該電連接部與該至少一發光單元電性連接，該至少一散熱部未與該至少一發光單元電性連接，且從該電連接部朝遠離該導光板的方向延伸。本發明還提供一種包含前述背光模組的顯示器。","decline","Yes","顯示技術","6176","光電業","2025-02-27",0.43,2.55,4,24.36,32.55,41.22,179.3,159.4,197.2,198.5,174.9,0.11461,70.7,"TW"
"2207","瑞儀光電","2025-03-03","2025-02-15","TWI862079B","2023-08-16","2024-11-11",36,"背光模組及顯示裝置","本發明背光模組包含一背板及一框體，框體沿一結合方向設於背板，框體具有一限位構造，本發明背光模組能夠透過背板與框體的限位構造，進一步將多部材互相固定限位，例如，一反射片設於背板上並沿結合方向結合於限位構造，一導光板具有一安裝構造，安裝構造沿結合方向對應結合於框體之限位構造，將反射片限位於背板與導光板之間，至少一光學膜片結合於導光板的安裝構造，一光條設於背板上並被限位構造抵靠而限位，故所述背光模組中的各個部材無須利用膠帶黏貼固定，能夠提升組裝便利性。本發明另提供之顯示裝置應用有所述背光模組。","main","Yes","其他","6176","光電業","2025-02-27",0.43,2.55,4,24.36,32.55,41.22,179.3,159.4,197.2,198.5,174.9,0.11461,70.7,"TW"
"2208","瑞儀光電","2025-03-03","2025-02-15","TWI854776B","2023-08-09","2024-09-01",77,"直下式背光模組及顯示裝置","一種直下式背光模組，包含一背框，其具有一底板及一環繞於該底板邊緣的側牆、一燈板位於該底板上且具有多個發光件排列成陣列型態、一反射片位於該燈板上且具有多個反射杯彼此相鄰並排列成陣列型態，且每一該反射杯的底面具有一開口，該些發光件位於該些開口中、以及一擴散板設於該側牆上，其中該反射片還包含複數個凸起部高於該側牆且朝遠離該底板的方向延伸，該些凸起部的底面抵靠於該側牆的頂部。本發明還提供一種包含該直下式背光模組的顯示裝置。","main","Yes","其他","6176","光電業","2025-02-27",0.43,2.55,4,24.36,32.55,41.22,179.3,159.4,197.2,198.5,174.9,0.11461,70.7,"TW"
"2209","瑞儀光電","2025-03-03","2025-02-15","TWI852494B","2023-04-21","2024-08-11",22,"光學元件、背光模組及顯示裝置","一種光學元件，包含透明基材層、設置於透明基材層上的第一體積光柵層以及第二體積光柵層，且透明基材層位於第一體積光柵層以及第二體積光柵層之間。第一體積光柵層包含多個呈矩陣排列的第一繞射單元，而第二體積光柵層包含多個呈矩陣排列的第二繞射單元。此外，相鄰兩個第二繞射單元之間的間距大於相鄰兩個第一繞射單元之間的間距。","main","Yes","光學檢測系統","6176","光電業","2025-02-27",0.43,2.55,4,24.36,32.55,41.22,179.3,159.4,197.2,198.5,174.9,0.11461,70.7,"TW"
"2210","瑞儀光電","2025-03-03","2025-02-15","TWI867657B","2023-07-31","2024-12-21",97,"框架結構、背光模組及顯示裝置","一種框架結構，包含：一背板，包含一底板，以及連接該底板周緣的數個側板，該側板外側形成一卡固結構；及一框架，環設於該背板，並包含至少一側部，該側部邊緣形成一開口，以及由該開口沿著一結合方向凹陷形成的一定位破孔，該定位破孔之外輪廓為一非封閉多邊形，且其較靠近該開口的相對二斜邊之間的距離為隨著朝向該開口方向而漸減，該定位破孔沿著該結合方向可拆卸地套接該卡固結構。本發明還提供包含該框架結構的背光模組與顯示裝置。","decline","Yes","顯示技術","6176","光電業","2025-02-27",0.43,2.55,4,24.36,32.55,41.22,179.3,159.4,197.2,198.5,174.9,0.11461,70.7,"TW"
"2211","瑞儀光電","2025-03-03","2025-02-15","TWI834358B","2022-10-27","2024-03-01",90,"背光模組及顯示器","本發明提供之背光模組包含一框架、一立體反射件、至少一支撐件、一擴散板及複數發光單元，框架包含一底板及設於底板之邊緣的至少一外框，立體反射件設於底板上並與外框相鄰，且包含複數反射結構，支撐件具有一本體部及至少一限位部，本體部位於反射結構的上方，限位部由本體部向下延伸且設於反射結構，並能供光線通過，每一發光單元設於每一反射結構中，並朝向設於支撐件之本體部上的擴散板。本發明還提供一種包含前述背光模組的顯示器。","main","Yes","其他","6176","光電業","2025-02-27",0.43,2.55,4,24.36,32.55,41.22,179.3,159.4,197.2,198.5,174.9,0.11461,70.7,"TW"
"2212","瑞儀光電","2025-03-03","2025-02-15","TWI864986B","2023-08-24","2024-12-01",32,"組合式反射片、直下式背光模組及其顯示裝置","一種組合式反射片，包含至少兩張反射片，每張該反射片包含複數個反射杯，該些反射杯彼此相鄰並排列成陣列型態，其中所述兩相鄰反射片分別為第一反射片及第二反射片，該第一反射片中一部分的該些反射杯具有嵌合部，該第二反射片中一部分的該些反射杯具有對應該嵌合部的嵌合口，該些嵌合部卡合在對應的該些嵌合口。","main","Yes","光學檢測系統","6176","光電業","2025-02-27",0.43,2.55,4,24.36,32.55,41.22,179.3,159.4,197.2,198.5,174.9,0.11461,70.7,"TW"
"2213","瑞儀光電","2025-03-03","2025-02-15","TWI830653B","2022-04-21","2024-01-21",47,"光學膜片、光學膜片組、背光模組及顯示裝置","一種光學膜片、光學膜片組、背光模組及顯示裝置。光學膜片包含本體、複數個第一稜鏡結構以及複數個第二稜鏡結構。本體具有相對之第一光學面與第二光學面。第一稜鏡結構設置在第一光學面上。每一個第一稜鏡結構具有第一延伸方向。第二稜鏡結構設置在第二光學面上。每一個第二稜鏡結構具有第二延伸方向。第一延伸方向不同於第二延伸方向。","main","Yes","光學檢測系統","6176","光電業","2025-02-27",0.43,2.55,4,24.36,32.55,41.22,179.3,159.4,197.2,198.5,174.9,0.11461,70.7,"TW"
"2214","瑞儀光電","2025-03-03","2025-02-15","TWI813396B","2022-07-25","2023-08-21",66,"背光模組及顯示器","本發明背光模組包含一框架、一光條、至少一定位件及一導光板，框架包含相連接之一底框及一側壁，光條設置於側壁，所述定位件設置於底框，並具有一第一組裝部，導光板設於框架內，並於朝向定位件之一側設有位置對應所述定位件之第一組裝部的至少一第二組裝部，該導光板係藉由第二組裝部沿一組裝方向與第一組裝部結合，而被推抵並沿一定位方向朝側壁移動，由於導光板之第二組裝部設於朝向定位件之一側，且係沿組裝方向與第一組裝部結合，因此不會影響導光板於定位方向上的寬度，而不會影響背光模組的出光面積，有利於窄邊框之設計。","main","Yes","其他","6176","光電業","2025-02-27",0.43,2.55,4,24.36,32.55,41.22,179.3,159.4,197.2,198.5,174.9,0.11461,70.7,"TW"
"2215","瑞儀光電","2025-03-03","2025-02-15","TWI852683B","2023-07-17","2024-08-11",8,"背光模組及顯示裝置","一種背光模組及顯示裝置。背光模組包括背板、燈板及反射單元。燈板設置於背板上。燈板包括發光件。發光件具有光源高度。反射單元設置於燈板上，反射單元包括第一反射部及第二反射部。第一反射部圈圍形成容置空間及杯口。容置空間容置對應的發光件及第二反射部。杯口連通容置空間。其中，第一反射部具有第一高度。第二反射部具有弧形反射面及第二高度。第一高度高於第二高度。第二高度小於或等於光源高度的1/2。其中，弧形反射面具有表面切線。表面切線的斜率非為定值。","main","Yes","光學檢測系統","6176","光電業","2025-02-27",0.43,2.55,4,24.36,32.55,41.22,179.3,159.4,197.2,198.5,174.9,0.11461,70.7,"TW"
"2216","瑞儀光電","2025-03-03","2025-02-15","TWI800284B","2022-03-02","2023-04-21",28,"組裝結構、背光模組及顯示裝置","一種組裝結構，包含鄰接的兩本體及一彈性固定件。該彈性固定件透過該缺口，在通過該些本體之開口時，可產生形變而嵌入設置在該些本體之限位部中，進而將該些本體相互鎖固在一起。因此該些本體不會產生偏移而有鎖附變形問題，該彈性固定件可重複使用，能減少廢料產生、提升組裝良率，進而達到節能減碳之功效。本發明亦提供一種包含該組裝結構之背光模組及顯示裝置。","main","Yes","光學檢測系統","6176","光電業","2025-02-27",0.43,2.55,4,24.36,32.55,41.22,179.3,159.4,197.2,198.5,174.9,0.11461,70.7,"TW"
"2217","瑞儀光電","2025-03-03","2025-02-15","TWI824775B","2022-10-14","2023-12-01",49,"框架結構、背光模組及顯示器","本發明提供之框架結構界定有一第一方向，並包含內部具有至少一抽氣通道之一第一框架、具有至少一貫孔之一貼附層及透過貼附層結合於第一框架之一第二框架，其中，第一框架與第二框架共同界定出沿第一方向延伸之一容置空間，抽氣通道連通容置空間及外部，貼附層位於容置空間中，將容置空間區分為經由貫孔相連通的一第一排氣通道及一第二排氣通道，容置空間中殘留的氣體能自所述抽氣通道向外部導出，透過減少殘留氣體以增加貼附層之貼附面積及貼附完整性，藉此提升第一框架及第二框架之間黏貼結合的強度，並提升框架結構的穩固性。","main","Yes","其他","6176","光電業","2025-02-27",0.43,2.55,4,24.36,32.55,41.22,179.3,159.4,197.2,198.5,174.9,0.11461,70.7,"TW"
"2218","瑞典商LM艾瑞克生(PUBL)電話公司","2025-03-03","2025-02-15","TWI827287B","2022-09-30","2023-12-21",98,"基於混合ARQ考量之控制通道監控","本發明係關於一種用於經組態以在一RAN中操作之一UE之方法。該方法包括接收包含複數個PDCCH監控狀態之各自參數之一PDCCH監控組態。其亦包括：當在該等PDCCH監控狀態之一第一者中操作時，接收該等PDCCH監控狀態之一第二者之一指示；及執行以下之一者：基於對來自該RAN節點之一PDSCH傳輸之解碼是否成功而選擇性地進入該第二PDCCH監控狀態，或基於對來自該RAN節點之該PDSCH傳輸之解碼是否成功而選擇性地退出該第二PDCCH監控狀態。本發明亦描述一種用於一RAN節點之對應方法以及對應UE及裝置。","main","No","無線通信技術",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"2219","瑞典商LM艾瑞克生(PUBL)電話公司","2025-03-03","2025-02-15","TWI861507B","2022-06-07","2024-11-11",67,"網路切片允入控制","本發明揭示一種藉由一第一管理功能執行之方法(300)，該方法包含判定是否觸發一網路切片存取控制功能(NSACF)程序。該方法亦包含在判定觸發該程序之後，將一第一請求訊息傳輸至一NSACF，該第一請求訊息包括：i)一網路切片ID；ii)一UE ID；及iii)一第一工作階段ID。該方法亦包含接收由該NSACF傳輸之一回應訊息。","main","No","其他",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"2220","瑞典商LM艾瑞克生(PUBL)電話公司","2025-03-03","2025-02-15","TWI860731B","2023-05-31","2024-11-01",76,"在無線通訊裝置中之功率效率移動性量測","一種無線通訊裝置(201)在一無線通訊網路(209)中操作，其中該無線通訊裝置(201)包括以一第一速率消耗功率之一第一接收器(203、301)，及以一第二速率消耗功率之一第二接收器(205、303)，其中該第一速率高於該第二速率。該裝置之操作包含：獲得(401)與當由該第一接收器接收時所傳輸信號之時域性質及當由該第二接收器(205、303)接收時該等所傳輸信號之時域性質相關的一或多個校準因數；及使用(403)該第二接收器(205、303)而自位於藉由該無線通訊網路(209)執行之對應的一或多個無線電頻率傳輸(100)內之一量測物件(101)之一或多個傳輸中收集信號資訊。使用(405)由該第二接收器(205、303)收集之該信號資訊(317、319)及該一或多個校準因數來產生一量測結果，該量測結果表示該無線通訊裝置(201)與該無線通訊網路(209)之間的一通訊鏈路之信號功率及鏈路品質中之一者或兩者。使用(407)該量測結果作為用於決定(409)是否執行一移動性程序步驟之一基準。","decline","No","其他",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"2221","瑞典商LM艾瑞克生(PUBL)電話公司","2025-03-03","2025-02-15","TWI810922B","2022-04-29","2023-08-01",67,"使用者設備、無線電網路節點及在無線通訊網路執行之方法","本文中之實施例係關於例如一種藉由UE (10)執行之用於處置無線通訊網路1中之通訊之方法。該UE起始用於小型資料傳輸之一隨機存取程序；且使用一Type4-PDCCH CSS或一USS監測一訊息，其中該Type4-PDCCH CSS及/或該USS使用與用於一傳統CSS之一傳統無線電資源集分開或部分重疊之一無線電資源集。","main","No","無線通信技術",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"2222","瑞典商LM艾瑞克生(PUBL)電話公司","2025-03-03","2025-02-15","TWI843081B","2022-03-31","2024-05-21",65,"多個廣播追踪區域代碼之使用者設備(UE)處理","本發明提供一種由一使用者設備(UE) (400、1800、1930、1940、2091、2092、2130)執行之方法及一種UE。該方法包含獲得(801)在一網路之一小區中廣播之追踪區域代碼(TAC)。該方法包含回應於該等廣播TAC皆並非該UE (400、1800、1930、1940、2091、2092、2130)中之一最後先前選定TAC，而藉由該UE (400、1800、1930、1940、2091、2092、2130)之一非存取層(NAS)層(701)或一存取層(AS)層(703)選擇(803)該等廣播TAC之一個TAC作為該UE (400、1800、1930、1940、2091、2092、2130)之一當前TAC。","main","No","無線通信技術",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"2223","瑞典商LM艾瑞克生(PUBL)電話公司","2025-03-03","2025-02-15","TWI841960B","2022-05-06","2024-05-11",56,"無線電網路節點、使用者設備及在無線通訊網路中執行之方法","本文中之實施例可係關於一種藉由一UE (10)執行之用於判定一SI窗之一開始位置以在一無線通訊網路(1)中獲取一SI訊息之方法。使用一第一或一第二排程資訊清單排程一或多個SI訊息。若使用該第一排程資訊清單排程該SI訊息，則該UE (10)基於該SI訊息在該第一排程資訊清單中之一位置來判定該SI窗之該開始位置。若使用該第二排程資訊清單排程該SI訊息，則該UE (10)藉由將一所接收之輸入參數列入考量來判定該SI窗之該開始位置，其中該所接收之輸入參數指示用於獲取該SI訊息之該SI窗之該開始位置。","main","No","無線通信技術",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
