"","公司全名","專利號","申請日","獲證日","PR","標題","專利摘要","預測年份","主分支","台灣上市櫃","技術分類","股票代碼","產業別","資料時間","氣動值","月營收成長率","熱度值","營收成長率","毛利成長率","營益成長率","外資成本","投信成本","自營商成本","收盤價","加權後成本"
"300","日商三菱電機","TWI823370B","2022-04-28","2023-11-21",93,"光半導體裝置","第1金屬塊（3）及溫度控制模組（4）安裝於金屬桿（1）的上表面。第2金屬塊（5）安裝於溫度控制模組（4）的上方。第1及第2介電基板（6、7）分別安裝於第1及第2金屬塊（3、5）的側面。第1及第2信號線路（8、10）分別形成於第1及第2介電基板（6、7）。半導體光調變元件（13）安裝於第2介電基板（7）。透鏡蓋（19）接合到金屬桿（1）的上表面，電性連接到金屬桿（1），且氣密密封半導體光調變元件（13）等。第1金屬塊（3）與透鏡蓋（19）的內壁的最小距離比0.37mm更小。第2金屬塊（5）與透鏡蓋（19）的內壁的最小距離比1.36mm更小。","Y2024","main","No","半導體結構",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","日商斯庫林集團","TWI797826B","2021-11-11","2023-04-01",93,"處理液循環方法及基板處理方法","一種處理液循環方法，其使處理液於處理液供給裝置(200)中循環。處理液供給裝置(200)具備有泵(34)、過濾器(37)、及調壓閥(43)。泵(34)將處理液加以送出。過濾器(37)將處理液所含之微粒加以捕捉。調壓閥(43)對循環於外循環配管(60)中之處理液的壓力進行調整。處理液循環方法包含有：將泵(34)之壓力保持為固定的步驟(S1)；及在泵(34)之壓力被保持為固定之狀態下藉由調壓閥(43)將處理液之壓力設定為第一壓力(P1)，藉此使處理液通過外循環配管(60)循環的步驟(S4)。第一壓力(P1)較第二壓力(P2)低。第二壓力(P2)係表示在噴嘴(14)對基板W吐出處理液時流動於外循環配管(60)中之處理液的壓力。","Y2024","main","No","其他",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","日商斯庫林集團","TWI808813B","2022-06-27","2023-07-11",93,"基板洗淨裝置、基板洗淨系統、基板處理系統、基板洗淨方法及基板處理方法","本發明之上側保持裝置將基板以水平姿勢保持且不使其旋轉。下側保持裝置吸附保持基板且使其旋轉。使用洗淨液洗淨藉由上側保持裝置保持之基板，使用洗淨液洗淨藉由下側保持裝置保持之基板。處理空間之氣體通過排氣系統藉由工廠之排氣設備排出。於藉由上側保持裝置保持基板時，不排出處理空間之氣體或以第1流量排出上述處理空間之氣體。於藉由下側保持裝置保持基板時，以高於第1流量之第2或第3流量排出處理空間之氣體。","Y2024","main","No","超音波清洗技術",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","日商新川","TWI825590B","2022-02-17","2023-12-11",93,"打線接合裝置","打線接合裝置包含接合平台、接合頭、XY驅動機構及框架，且XY驅動機構包括：X方向導件，安裝於框架；X方向滑塊，由X方向導件支持並且於X方向移動，安裝有X方向可動件；Y方向導件，安裝於X方向滑塊的下側；以及Y方向滑塊，由Y方向導件支持並且於Y方向移動，安裝有接合頭，XY驅動機構於較接合平台的載置面更靠上方且接合平台的Y方向後方，以Y方向導件的一部分重疊於載置面的方式安裝於框架。","Y2024","main","No","其他",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","日商芝浦機械電子裝置","TWI802205B","2022-01-05","2023-05-11",93,"加熱處理裝置","本發明提供一種加熱處理裝置，可實現由附著於腔室內壁的固體所致的保養的減輕。實施方式的加熱處理裝置包括：腔室，可維持較大氣壓進一步經減壓的氣體環境；排氣部，可經由設於所述腔室的排氣口將所述腔室的內部排氣；支撐部，設於所述腔室的內部，可支撐工件；第一加熱部，設於所述腔室的內部，可將所述工件加熱；防附著板，可裝卸地設於所述腔室的內壁；以及第二加熱部，可將所述防附著板加熱。","Y2024","main","No","其他",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","日商鎧俠","TWI840751B","2022-02-08","2024-05-01",93,"半導體裝置的製造方法及半導體裝置","本實施方式的半導體裝置的製造方法包括於具有第一面和位於第一面的相反側的第二面的支撐體的第一面上，形成具有多個凹部的凹凸。另外，本製造方法包括於各個凹部的內部設置積層有多個半導體晶片的積層體。另外，本製造方法包括以埋入多個凹部的方式設置樹脂層。另外，本製造方法包括藉由對支撐體照射雷射光，沿著凹凸的凸部於支撐體內形成改質部。另外，本製造方法包括沿著凸部將支撐體單片化。","Y2024","main","No","半導體結構",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","瀚宇彩晶","TWI831658B","2023-03-27","2024-02-01",93,"書寫顯示裝置","一種書寫顯示裝置被提出，其包括顯示面板與觸控筆。顯示面板包括透光基板和多個第一微結構。透光基板具有基板表面。多個第一微結構設置在基板表面上。觸控筆適於在顯示面板的基板表面上書寫。觸控筆的筆尖表面設有多個第二微結構。多個第一微結構適於伸入多個第二微結構，或多個第二微結構適於伸入多個第一微結構。","Y2024","branch","Yes","其他","6116","光電業","2024-07-26",0.84,-51.62,5,-5.21,-39.21,-10.34,10.6,12,9.9,9.22,11
"307","瑞昱半導體","TWI825763B","2022-06-06","2023-12-11",93,"網路流量配置方法與電腦系統","一種網路流量配置方法與電腦系統，電腦系統包括有處理單元與接收頻寬配置的網路模組，通過處理單元運行一作業系統，其中執行監視控制程式，作業系統中運行網路流量配置方法，在此方法中，在作業系統中啟始一系統核心，可通過監視控制程式自系統核心取得核心運行資訊，以取得作業系統中執行於前景與背景的多個應用程式的資訊，並決定一優先順序，形成網路頻寬配置，並寫入至系統核心中的流量控制指令集或是網路模組的驅動程式，讓作業系統可以對多個應用程式個別執行一流量配置。","Y2024","main","Yes","其他","2379","半導體","2024-07-26",0.53,13.48,6,30.56,53.85,93.92,491.9,452.1,544.4,520,486.5
"308","緯創資通","TWI819480B","2022-01-27","2023-10-21",93,"加速系統及其動態配置方法","本發明提供一種加速系統，其包含有複數個模組。複數個模組中的每一者包含至少一中央處理器、至少一圖形處理器、至少一現場可程式化邏輯閘陣列或至少一特定應用積體電路。複數個模組中的至少一者包含複數個模組中的至少另一者，使得加速系統是結構化而層層套疊。","Y2024","main","Yes","其他","3231","電腦及週邊","2024-07-26",0.86,9.48,1,12.89,16.01,49.46,110.3,90.7,108,97,102
"309","美商應用材料","TWI811852B","2021-11-17","2023-08-11",93,"深的溝道整合處理及元件","一種形成半導體元件之範例方法，可包括從半導體基板的第一表面蝕刻溝道至半導體基板之中的第一深度。溝道之特徵可在於直通第一深度的第一寬度。方法可包括沿著溝道的側壁形成襯墊。方法可包括蝕刻溝道至大於第一深度至少十倍的第二深度。溝道之特徵可在於直通第二深度的第二寬度。方法可包括以介電材料填充溝道。在介電材料中形成的縫隙可維持低於第一深度。","Y2024","main","No","半導體結構",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","英業達","TWI831372B","2022-09-14","2024-02-01",93,"一對多通訊電路","一種一對多通訊電路包含代表推薦標準訊號收發器232、主控制器區域網路收發器，以及多個從控制器區域網路收發器。代表推薦標準訊號收發器232用於接收控制器發出的控制訊號並將控制訊號轉換為符合代表推薦標準232通訊標準的第一訊號。主控制器區域網路收發器用於將第一訊號轉換為符合控制區域網路通訊標準的第二訊號。多個從控制器區域網路收發器，其中的每一個用於將第二訊號轉換為符合代表推薦標準232通訊標準的第三訊號。","Y2024","main","Yes","無線資料傳輸","2356","電腦及週邊","2024-07-26",0.46,6.73,1,8.59,16.19,66.35,54.3,32.9,55.4,49.5,45.9
"311","華邦電子","TWI805336B","2022-04-25","2023-06-11",93,"半導體結構及其形成方法","本發明實施例提供一種半導體結構的形成方法，包括：提供基板；在基板上形成多個接觸開口，且接觸開口的側壁上設置有介電襯層；以及在基板上形成位元線結構，且位元線結構在第一方向上橫跨接觸開口，其中介電襯層在接觸開口內圍繞位元線結構且在基板的頂表面上方延伸到位元線結構中。","Y2024","main","Yes","半導體結構","2344","半導體","2024-07-26",0.88,5.56,3,14.88,14.45,83.05,26.1,25.6,23.8,23.45,25.5
"312","頎邦科技","TWI804319B","2022-05-19","2023-06-01",93,"覆晶接合構造及其基板","一種覆晶接合構造包含一基板及一晶片，該基板的至少一線路包含一本體、一鏤空槽、一接合島及至少一連接橋，該鏤空槽位於該本體中，該本體環繞該鏤空槽，該接合島位於該鏤空槽中，使該鏤空槽形成有至少一位於該本體與該接合島之間的一鏤空渠，該連接橋位於該鏤空渠中並連接該接合島及該本體，該晶片以一凸塊的一焊料接合於該接合島，藉由該鏤空渠間隔該焊料與該本體，並使該焊料被限制於該接合島，以避免該焊料溢流到該本體，且可防止該凸塊滑移，而造成該晶片偏移。","Y2024","main","Yes","半導體結構","6147","半導體","2024-07-26",1.59,-4.64,5,-6.92,-42.93,-83.38,68.4,69.7,68.9,62.8,69
"313","中華電信","TWI782678B","2021-08-26","2022-11-01",92,"應用於數位簽署元件的認證系統及方法","本發明提供一種應用於數位簽署元件的認證系統及方法。所述方法包括：反應於從功能網頁接收執行需求，驗證執行需求，其中執行需求包括載具功能模組的載具功能及用於執行載具功能所需的功能參數；反應於判定執行需求通過驗證，基於載具功能、功能參數、第一指令碼有效時間及唯一驗證模組特徵值產生授權需求；向遠端伺服器中的授權模組發出授權需求；反應於從授權模組接收授權通過需求，驗證授權通過需求；以及反應於判定授權通過需求通過驗證，要求載具功能模組執行載具功能。","Y2024","main","Yes","其他","2412","通信網路業","2024-07-26",0.62,-2.93,8,1.35,-0.45,-2.05,109.5,117.1,119.1,122.5,114.5
"314","仁寶電腦工業","TWI812201B","2022-05-02","2023-08-11",92,"電子裝置及其操作方法","一種電子裝置，包括第一機體、樞軸、第二機體以及按壓鍵。第一機體包括本體與底座。樞軸樞接於底座與本體之間。第二機體適於可分離地組裝至底座。按壓鍵配置於底座內，並具有按壓部伸出底座。當第二機體組裝於底座，且本體與底座之間的夾角在第一預設角度內時，按壓鍵與樞軸相隔開，按壓按壓部適於使第二機體從底座分離。當第二機體組裝於底座，且夾角超過第一預設角度時，按壓鍵被樞軸鎖定。本發明還提出上述電子裝置的操作方法。","Y2024","main","Yes","其他","2324","電腦及週邊","2024-07-26",1.14,1.27,1,-4.72,4.82,25.9,33.1,26.9,35.4,32.6,31.1
"315","南亞科技","TWI833185B","2022-03-28","2024-02-21",92,"疊置誤差的校正方法及半導體元件的製備方法","本揭露提供一種疊置誤差的校正方法。該校正方法包括基於一第一疊置標記產生一第一疊置誤差，其中該第一疊置誤差指示該第一疊置標記的一下部圖案和一上部圖案之間的一錯位，以及，因應於檢測該第一疊置誤差的異常，基於一第二疊置標記產生一第二疊置誤差，並根據該第二疊置誤差確定該第一疊置誤差中的異常是否由該下部圖案和該上部圖案的該錯位引起。","Y2024","main","Yes","半導體結構","2408","半導體","2024-07-26",0.82,36.83,9,47.91,50.08,-1.14,68,66.4,66.8,58.1,67.1
"316","南韓商三星電子","TWI809541B","2021-10-28","2023-07-21",92,"與記憶體控制器進行通訊的記憶體元件的操作方法、以及包括其之電子元件的操作方法","揭露一種與記憶體控制器進行通訊的記憶體元件的操作方法，所述操作方法包括：自記憶體控制器接收第一命令，所述第一命令指示資料時脈訊號的同步的啟動且定義與所述同步對應的時脈部分；在準備時間週期期間準備資料時脈訊號的雙態觸變；基於資料時脈訊號以參考頻率雙態觸變而處理第一資料流；以及基於資料時脈以參考頻率雙態觸變且延伸達所定義的第一時脈部分的週期而處理第二資料流。","Y2024","main","No","記憶體架構",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","友達光電","TWI818778B","2022-10-25","2023-10-11",92,"微發光二極體顯示裝置","一種微發光二極體顯示裝置包含基材、第一平坦層、第一發光元件以及第二平坦層。第一平坦層位於基材上，具有第一開口。第一開口具有第一開口內壁。第一發光元件位於基材上且位於第一開口中。第一發光元件與第一開口內壁相互分離。第二平坦層位於基材上且位於第一平坦層與第一發光元件之間。第二平坦層接觸於第一發光元件。","Y2024","main","Yes","其他","2409","光電業","2024-07-26",0.73,9.86,1,16.19,140.39,55.64,18.2,17.4,18.6,18.05,17.9
"318","友達光電","TWI829169B","2022-05-23","2024-01-11",92,"半導體裝置及其製造方法","一種半導體裝置及其製造方法。半導體裝置包括基板、金屬氧化物半導體層、第一閘介電層、閘極、層間介電層、第一導電氧化物層、第一電極以及第二電極。第一閘介電層位於金屬氧化物半導體層之上。閘極位於第一閘介電層之上，且重疊於金屬氧化物半導體層。層間介電層位於閘極之上。層間介電層具有第一接觸孔。第一接觸孔橫向地分離於金屬氧化物半導體層。第一導電氧化物層位於第一接觸孔下方。第一電極填入第一接觸孔，並透過第一導電氧化物層而電性連接至金屬氧化物半導體層。","Y2024","main","Yes","半導體結構","2409","光電業","2024-07-26",0.73,9.86,1,16.19,140.39,55.64,18.2,17.4,18.6,18.05,17.9
"319","台灣積體電路製造","TWI783623B","2021-08-12","2022-11-11",92,"用於修復佈局違規的方法和系統","一種用於修復佈局違規的方法，包括以下操作：接收第一佈局的設計規則違規；根據第一佈局的第一晶片特徵，將設計規則違規的第一違規分類為預定義類別的第一類別；為第一佈局的第一晶片特徵中的至少一個第一晶片特徵生成與第一違規相關聯的第一向量陣列；根據所述第一向量陣列，從預存操作中選擇第一操作；基於第一佈局和第一操作來生成第二佈局。此外，一種用於修復佈局違規的系統亦在此揭露。","Y2024","main","Yes","半導體結構","2330","半導體","2024-07-26",0.41,32.9,10,16.52,9.77,7.69,432.2,477.4,895.8,924,543
"320","台灣積體電路製造","TWI814272B","2022-03-09","2023-09-01",92,"半導體元件及其形成方法","本揭露內容描述一種半導體元件及其形成方法。半導體元件包含基板上的奈米結構及與奈米結構接觸的源極/汲極區。半導體元件亦包含閘極結構，閘極結構包含第一部分及第二部分。第一部分形成在奈米結構中的每一奈米結構之間。第二部分形成在複數個奈米結構中的最底部奈米結構下面且在基板的頂表面下面延伸。","Y2024","main","Yes","半導體結構","2330","半導體","2024-07-26",0.41,32.9,10,16.52,9.77,7.69,432.2,477.4,895.8,924,543
"321","台達電子工業","TWI806483B","2022-03-10","2023-06-21",92,"基於RS232序列埠實現的資料與指令傳輸方法","一種基於RS232序列埠實現的資料與指令傳輸方法，應用於通過RS232序列埠連接的用戶端設備及伺服器設備，並且包括下列步驟：於伺服端設備傳送一筆資料至用戶端設備時，控制用戶端設備中的第一計數器及伺服端設備中的第二計數器進行累加；於兩個計數器的計數到達觸發門檻值時，控制伺服端設備暫停傳送資料並進行等待；於伺服端設備進行等待時，控制用戶端設備發送指令至伺服端；於待等時間到達後清除兩個計數器，並且控制伺服端設備恢復傳送資料至用戶端設備。","Y2024","main","Yes","其他","2308","電子零組件","2024-07-26",0.33,0.01,5,-1.68,5.4,-12.04,285.3,314.3,370.6,388,314
"322","大陸商台積電(南京)","TWI783623B","2021-08-12","2022-11-11",92,"用於修復佈局違規的方法和系統","一種用於修復佈局違規的方法，包括以下操作：接收第一佈局的設計規則違規；根據第一佈局的第一晶片特徵，將設計規則違規的第一違規分類為預定義類別的第一類別；為第一佈局的第一晶片特徵中的至少一個第一晶片特徵生成與第一違規相關聯的第一向量陣列；根據所述第一向量陣列，從預存操作中選擇第一操作；基於第一佈局和第一操作來生成第二佈局。此外，一種用於修復佈局違規的系統亦在此揭露。","Y2024","main","No","半導體結構",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","宏碁","TWI844169B","2022-11-18","2024-06-01",92,"可替換觸碰蓋板的觸控板以及更換觸碰蓋板的方法","一種可替換觸碰蓋板的觸控板，設置於一電子裝置之一殼體上，並且觸控板包括一支撐框架、一觸控電路板、一觸碰蓋板以及一連接組件。支撐框架是固定地連接於殼體，並且觸控電路板固定地設置於支撐框架上。觸碰蓋板是蓋合於觸控電路板，並且連接組件配置以使觸碰蓋板以可拆卸的方式連接於觸控電路板。連接組件具有一第一連接元件，固定地設置於觸碰蓋板的底部，並且位於觸碰蓋板以及觸控電路板之間。","Y2024","main","Yes","設備功能模塊化","2353","電腦及週邊","2024-07-26",0.73,7.12,1,12.15,15.53,227.42,45.9,38.5,48,45.5,43.4
"324","新加坡商鴻運科","TWI803130B","2021-12-31","2023-05-21",92,"槽位綁定方法、系統、終端設備及存儲介質","一種槽位綁定方法，應用於Linux系統，包括：確定硬盤之內核名稱；確定與所述內核名稱對應之槽位資訊；根據所述槽位資訊生成與所述內核名稱對應之軟鏈接，其中，所述軟鏈接與所述內核名稱並存。本申請還提供一種槽位綁定系統、終端設備及存儲介質。","Y2024","main","No","其他",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","新唐科技","TWI785954B","2021-12-30","2022-12-01",92,"節省進位加法器、安全加法器以及執行安全節省進位加法的方法","本發明提供預看節省進位加法器。一第一遮罩單元根據一第一遮罩值和一輸入變數對第一遮罩值所對應的一第一輸入資料執行一第一遮罩運算，以得到一第一變數。一第二遮罩單元根據第一遮罩值和一第二遮罩值對第二遮罩值所對應的一第二輸入資料執行一第二遮罩運算，以得到一第一已遮罩資料。一第三遮罩單元根據第一遮罩值和一第三遮罩值對第三遮罩值所對應的一第三資料執行一第三遮罩運算，以得到一第二已遮罩資料。一互斥或閘接收第一和第二已遮罩資料以及第一變數，以提供第一、第二和第三輸入資料的一總和輸出。","Y2024","main","Yes","其他","4919","半導體","2024-07-26",0.5,-18.01,3,-5.44,-2.13,23.74,125.1,129,123.1,115.5,126.3
"326","日商TOWA","TWI830247B","2022-06-08","2024-01-21",92,"加工裝置、及加工品的製造方法","本發明不需要使加工台移動的移動機構，並且將經單片化的加工對象物貼附並收容於黏接面上，且包括：加工台，保持密封完畢基板；第一保持機構，為了將密封完畢基板搬送至加工台而保持密封完畢基板；加工機構，將保持於加工台的密封完畢基板切斷而單片化；移載台，移動藉由加工機構而單片化的製品；第二保持機構，為了將多個製品自加工台搬送至移載台而保持多個製品；搬送用移動機構，具有沿著加工台及移載台的排列方向延伸且用以使第一保持機構及第二保持機構移動的共用的傳遞軸；加工用移動機構，使加工機構於水平面上於沿著傳遞軸的X方向及與X方向正交的Y方向上分別移動；載置台，用來載置具有貼附有多個製品的黏接面的貼附構件；以及貼附用搬送機構，將多個製品自移載台搬送至載置於載置台上的貼附構件。","Y2024","branch","No","其他",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","日商斯庫林集團","TWI825502B","2021-10-28","2023-12-11",92,"基板處理裝置及基板處理方法","本發明提供一種基板處理裝置及基板處理方法。基板處理裝置(100)具備：基板保持部(120)，其保持基板(W)；處理槽(110)，其貯存用於浸漬被保持於基板保持部(120)之基板(W)之處理液(L)；及複數個氣泡產生管(136)，其等藉由對處理液(L)供給氣體而使處理液(L)中產生氣泡。複數個氣泡產生管(136)之中，供給至外側氣泡產生管(136a、136d)之氣體之流量多於供給至內側氣泡產生管(136b、136c)之氣體之流量，該外側氣泡產生管(136a、136d)位於被浸漬在處理液(L)中之基板(W)之外周區域下方，該內側氣泡產生管(136b、136c)位於基板(W)之中央區域下方。","Y2024","main","No","超音波清洗技術",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","日商鎧俠","TWI795109B","2021-12-02","2023-03-01",92,"半導體裝置、半導體裝置之製造方法及基板之再利用方法","根據一實施方式，本發明之半導體裝置之製造方法包括如下步驟：於第1基板上，形成包含第1元件之第1膜，於第2基板上，形成包含半導體層之第2膜，使上述半導體層變成多孔化之多孔層。上述方法進而包括如下步驟：於上述第2膜上，形成包含第2元件之第3膜，將上述第1基板與上述第2基板以夾著上述第1膜、上述第3膜及上述第2膜之方式貼合。上述方法進而包括如下步驟：於上述第2膜之位置，將上述第1基板與上述第2基板分離。","Y2024","main","No","半導體結構",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","立錡科技","TWI821940B","2022-03-09","2023-11-11",92,"高壓元件與低壓元件整合製造方法","一種高壓元件與低壓元件整合製造方法，包含：提供基板；形成半導體層於基板上；形成複數絕緣區於半導體層上，以定義高壓元件區與低壓元件區；形成第一高壓井區於半導體層中之高壓元件區中；形成第二高壓井區於半導體層中，其中第一高壓井區與第二高壓井區於通道方向上連接；於第一高壓井區與第二高壓井區形成之後，形成氧化層於半導體層上，氧化層覆蓋高壓元件區與低壓元件區；於氧化層形成之後，形成第一低壓井區於半導體層中之低壓元件區中；將雜質以加速離子的形式，穿透氧化層，植入第一低壓井區之定義區中，以形成第一低壓井區。","Y2024","main","No","功率元件",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","緯創資通","TWI783739B","2021-10-20","2022-11-11",92,"溫度預測模型的建立方法、加熱溫度設定方法和熱循環系統","一種溫度預測模型的建立方法，適用於熱循環系統，並且用於量測對應於熱循環系統的溫度值以產生量測溫度資料，以及計算對應於熱循環系統的反應時間，該建立方法包括：根據反應時間，將量測溫度資料與熱循環系統的設定值進行對齊以產生訓練資料，以及藉由統計模型與訓練資料建立溫度預測模型。","Y2024","main","Yes","其他","3231","電腦及週邊","2024-07-26",0.86,9.48,1,12.89,16.01,49.46,110.3,90.7,108,97,102
"331","華碩電腦","TWI794000B","2022-01-28","2023-02-21",92,"程式回收系統與程式回收方法","本案揭示一種程式回收系統包含記憶體及處理器。處理器用以由記憶體取得複數指令以執行以下步驟：收集複數個程式的複數個使用次數、複數個使用時間及第一使用順序；根據複數使用次數及複數使用時間以產生第一候選清單、根據複數使用次數以產生第二候選清單以及根據第一使用順序以產生第三候選清單；收集複數程式於操作時間的第二使用順序以產生操作清單；將第一候選清單、第二候選清單及第三候選清單各自與操作清單進行比較以產生比較結果；根據比較結果以輸出第一候選清單、第二候選清單或第三候選清單的其中一者以作為判別清單。","Y2024","main","Yes","記憶體架構","2357","電腦及週邊","2024-07-26",1.13,21.48,1,9.25,82.27,255.33,401.4,389.6,476.8,458,411.8
"332","財團法人工業技術研究院","TWI808541B","2021-11-22","2023-07-11",92,"晶片封裝結構的透氣封裝蓋及其製造方法","一種晶片封裝結構的透氣封裝蓋及其製造方法。晶片封裝結構的透氣封裝蓋包括一蓋本體、一通孔與一疏水透氣膜。蓋本體是一體成型。通孔貫穿蓋本體。疏水透氣膜與蓋本體結合，並遮蔽通孔。部分的疏水透氣膜埋設於蓋本體內。","Y2024","main","No","其他",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","達發科技","TWI832229B","2022-05-04","2024-02-11",92,"半導體封裝","本發明揭露一種半導體封裝。該半導體封裝包含有一第一晶粒以及一導電性黏著劑。該第一晶粒具有複數個內部焊墊設置於該第一晶粒之一上表面，其中該複數個內部焊墊包含對應同一第一電壓之一第一內部焊墊以及一第二內部焊墊。該導電性黏著劑直接覆蓋於該第一、第二內部焊墊上，以使該第一、第二內部焊墊彼此電性連接。","Y2024","branch","Yes","其他","6526","半導體","2024-07-26",0.24,33.89,9,26.29,51.2,244.2,701.8,691.6,626.9,606,682.7
"334","仁寶電腦工業","TWI841297B","2023-03-15","2024-05-01",91,"多功能電子裝置","一種多功能電子裝置，適於切換至一閉闔模式、一觀看模式或一繪圖模式，且多功能電子裝置包括一邏輯機體、一支撐機體以及一螢幕機體。邏輯機體具有相對的一第一端與一第二端。支撐機體具有相對的一第三端與一第四端，第三端樞接邏輯機體的第二端。螢幕機體具有相對的一第一表面與一第二表面，第二表面樞接支撐機體的第四端。隨著觀看模式與繪圖模式之間的切換，當螢幕機體相對支撐機體展開大於等於一預定角度時，一磁性件於螢幕機體中移動。","Y2024","main","Yes","其他","2324","電腦及週邊","2024-07-26",1.14,1.27,1,-4.72,4.82,25.9,33.1,26.9,35.4,32.6,31.1
"335","元太科技工業 E","TWI843044B","2022-01-18","2024-05-21",91,"顯示裝置及影像處理方法","一種影像處理方法，包含下列步驟：接收原始影像訊號，其中原始影像訊號包含複數個原始畫素值；辨識原始影像訊號中至少一物件邊緣，以產生輪廓影像訊號；以及根據輪廓影像訊號校正原始影像訊號，以產生強化影像訊號。","Y2024","main","No","其他",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","南亞科技","TWI833655B","2023-05-29","2024-02-21",91,"半導體元件及其製備方法","本揭露提供一種半導體元件以及其製備方法。該半導體元件包括一記憶體單元陣列、一記憶體介面、一第一周圍電路以及一第二周圍電路。該第一周圍電路支援一第一記憶體協定，且第二周圍電路支援一第二記憶體協定，該第二記憶體協定不同於該第一記憶體協定。該第一周圍電路與該第二周圍電路共用該記憶體單元陣列與該記憶體介面。","Y2024","main","Yes","記憶體架構","2408","半導體","2024-07-26",0.82,36.83,9,47.91,50.08,-1.14,68,66.4,66.8,58.1,67.1
"337","南韓商三星電子","TWI826025B","2022-10-03","2023-12-11",91,"半導體裝置","一種半導體裝置包括：基板；導線，在第一水平方向上在基板上延伸；隔離絕緣層，在與第一水平方向相交的第二水平方向上在基板及導線上延伸，並限定自隔離絕緣層的上表面至隔離絕緣層的下表面延伸穿過隔離絕緣層的通道溝槽；結晶氧化物半導體層，沿著通道溝槽的內側表面的至少一部分及通道溝槽的底表面的至少一部分延伸，並與導線接觸；以及閘極電極，在第二水平方向上在通道溝槽內的結晶氧化物半導體層上延伸。","Y2024","main","No","半導體結構",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","南韓商三星電子","TWI839878B","2022-10-04","2024-04-21",91,"使用完整晶片佈局的佈局檢查系統以及使用其的佈局檢查方法","一種佈局檢查方法包括：藉由對完整晶片佈局進行預處理產生佈局殼結構；藉由對至少一個製程條件進行預處理產生製程條件模型；藉由基於所述佈局殼結構及所述製程條件模型實行應力模擬來提取所述佈局殼結構的應力模擬值；以及基於所述佈局殼結構的所述應力模擬值提取統計資料，其中所述佈局殼結構及所述製程條件模型被配置成具有大於二維且小於三維的維度。","Y2024","main","No","半導體結構",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","友達光電","TWI817885B","2023-01-04","2023-10-01",91,"美顏顯示裝置及美顏顯示方法","一種美顏顯示裝置包含高亮度區域調光顯示器、記憶體及處理器。處理器執行以下步驟：藉由高亮度區域調光顯示器的第一顯示區域顯示純色畫面；藉由第二顯示區域顯示工作畫面；根據虛擬控制板的美顏功能以於第一顯示區域區分出第二顯示區域，且第二顯示區域置於第一顯示區域的中心處；藉由虛擬控制板調整第一顯示區域的第一亮度或第一色溫，且第一顯示區域的第一亮度大於等於第二顯示區域的第二亮度。藉由第一顯示區域的高亮度搭配不同色溫效果達到對美顏顯示裝置前的使用者或各式場景進行補光，實現美顏及美化效果。","Y2024","main","Yes","其他","2409","光電業","2024-07-26",0.73,9.86,1,16.19,140.39,55.64,18.2,17.4,18.6,18.05,17.9
"340","友達光電","TWI819592B","2022-05-04","2023-10-21",91,"半導體裝置及其製作方法","一種半導體裝置，包括基板、第一電晶體以及第二電晶體。第一電晶體設置於基板之上，且包括第一金屬氧化物半導體層及第一閘極。第二電晶體設置於基板之上，且包括第二金屬氧化物半導體層、第二閘極及第一絕緣層。第二金屬氧化物半導體層與第一金屬氧化物半導體層屬於相同膜層，且第一金屬氧化物半導體層的氧濃度低於第二金屬氧化物半導體層的氧濃度。第一絕緣層包覆第二金屬氧化物半導體，且不位於第一金屬氧化物半導體與第一閘極之間。此外，還提出一種半導體裝置的製作方法。","Y2024","main","Yes","半導體結構","2409","光電業","2024-07-26",0.73,9.86,1,16.19,140.39,55.64,18.2,17.4,18.6,18.05,17.9
