"","公司全名","更新日期","專利號","申請日","獲證日","PR","標題","專利摘要","預測年份","主分支","台灣公開發行","技術分類","股票代碼","產業別","資料時間","氣動值","月營收成長率","熱度值","營收成長率","毛利成長率","營益成長率","外資成本","投信成本","自營商成本","收盤價","加權後成本","市值權重%","趨勢機率%"
"2858","群創光電","2024-11-18","TWI819653B","2022-06-13","2023-10-21",45,"電子裝置與形成電子裝置的方法","一種電子裝置，包括第一電子單元、第二電子單元、接合墊、絕緣層與電路層。接合墊設置於第一電子單元與第二電子單元之間。絕緣層對應第一電子單元、第二電子單元與接合墊設置。第一電子單元透過電路層和接合墊與第二電子單元電性連接。","Y2024","main","Yes","半導體結構","3481","光電業","2024-11-15",1.88,-2.28,1,-3.78,20.72,50.13,15.7,1.9,7.9,15.3,8.6,0.15547,89.4
"2859","群創光電","2024-11-18","TWI837904B","2022-10-26","2024-04-01",67,"半導體裝置","一種半導體裝置包括第一區與第二區，且第二區圍繞第一區。半導體裝置包括至少一電子單元、重佈線路結構、複數個第一凸墊、以及複數個第二凸墊。重佈線路結構可電性連接至少一電子單元。複數個第一凸墊設置在重佈線路結構上，且對應第一區設置。兩相鄰的第一凸墊之間具有第一間距。複數個第二凸墊設置在重佈線路結構上，且對應第二區設置。兩相鄰的第二凸墊之間具有第二間距，使得第一間距小於第二間距。","Y2024","main","Yes","半導體結構製備","3481","光電業","2024-11-15",1.88,-2.28,1,-3.78,20.72,50.13,15.7,1.9,7.9,15.3,8.6,0.15547,89.4
"2860","群創光電","2024-11-18","TWI826003B","2022-09-19","2023-12-11",20,"感測電子裝置","本公開提供一種感測電子裝置，包含：一基板；一感測陣列，設置於該基板上，其中，該感測陣列包含一第一感測電極和一第二感測電極；以及一參考電壓控制單元，與該感測陣列電性連接，其中，於一操作區間，該參考電壓控制單元具有一第一電壓，該第一感測電極具有一第二電壓，該第二感測電極具有一第三電壓，其中，該第一電壓與該第二電壓的差值不同於該第一電壓與該第三電壓的差值。","Y2024","main","Yes","半導體檢測技術","3481","光電業","2024-11-15",1.88,-2.28,1,-3.78,20.72,50.13,15.7,1.9,7.9,15.3,8.6,0.15547,89.4
"2861","群創光電","2024-11-18","TWI817675B","2022-08-25","2023-10-01",83,"電子裝置的製造方法","本揭露提供一種電子裝置的製造方法，包括：提供基底層，其中基底層包括多個第一晶片及多個第二晶片，且多個第一晶片的數量大於多個第二晶片的數量；形成電路層在基底層上；以及執行電性測試以確認電路層是否電性連接多個第二晶片的其中一個。","Y2024","main","Yes","半導體結構","3481","光電業","2024-11-15",1.88,-2.28,1,-3.78,20.72,50.13,15.7,1.9,7.9,15.3,8.6,0.15547,89.4
"2862","群創光電","2024-11-18","TWI843204B","2022-09-19","2024-05-21",67,"拼接透光控制器","本公開提供一種拼接透光控制器，包含：一第一面板；一第二面板，與該第一面板電性連接；一第一覆蓋板；以及一第二覆蓋板，與該第一覆蓋板相對設置，其中，該第一面板和該第二面板設置於該第一覆蓋板與該第二覆蓋板之間。","Y2024","main","Yes","其他","3481","光電業","2024-11-15",1.88,-2.28,1,-3.78,20.72,50.13,15.7,1.9,7.9,15.3,8.6,0.15547,89.4
"2863","群創光電","2024-11-18","TWI830395B","2022-09-21","2024-01-21",78,"顯示裝置","一種顯示裝置，包括基板、第一發光單元、第一帶通濾波器以及第一光轉換層。第一發光單元設置在基板上且用以發射第一光束。第一帶通濾波器設置在第一發光單元上且具有第一截止波長。第一光轉換層設置在第一帶通濾波器上且用以將第一光束轉換成第一轉換光束。第一轉換光束具有第一峰值波長。第一截止波長與第一峰值波長的差值小於第一峰值波長的10%。","Y2024","main","Yes","其他","3481","光電業","2024-11-15",1.88,-2.28,1,-3.78,20.72,50.13,15.7,1.9,7.9,15.3,8.6,0.15547,89.4
"2864","群創光電","2024-11-18","TWI826003B","2022-09-19","2023-12-11",20,"感測電子裝置","本公開提供一種感測電子裝置，包含：一基板；一感測陣列，設置於該基板上，其中，該感測陣列包含一第一感測電極和一第二感測電極；以及一參考電壓控制單元，與該感測陣列電性連接，其中，於一操作區間，該參考電壓控制單元具有一第一電壓，該第一感測電極具有一第二電壓，該第二感測電極具有一第三電壓，其中，該第一電壓與該第二電壓的差值不同於該第一電壓與該第三電壓的差值。","Y2024","main","Yes","生物識別技術","3481","光電業","2024-11-15",1.88,-2.28,1,-3.78,20.72,50.13,15.7,1.9,7.9,15.3,8.6,0.15547,89.4
"2865","群創光電","2024-11-18","TWI840906B","2022-08-05","2024-05-01",33,"電子裝置","本揭露提供一種電子裝置，包括基板、第一金屬圖案、第一絕緣圖案以及第二金屬圖案。第一金屬圖案設置於基板上。第一絕緣圖案設置於第一金屬圖案上。第二金屬圖案設置於第一金屬圖案以及第一絕緣圖案上。在剖視方向上，第二金屬圖案包括第一接觸部以及第二接觸部，第一接觸部與第二接觸部接觸於第一金屬圖案，且在第一接觸部與第二接觸部之間，第一絕緣圖案接觸第一金屬圖案與第二金屬圖案。","Y2024","main","Yes","半導體結構","3481","光電業","2024-11-15",1.88,-2.28,1,-3.78,20.72,50.13,15.7,1.9,7.9,15.3,8.6,0.15547,89.4
"2866","群創光電","2024-11-18","TWI826023B","2022-09-30","2023-12-11",28,"電子裝置","本揭露提供一種電子裝置，其包括電子單元以及重佈線層。電子單元具有多個接合墊。重佈線層電性連接電子單元且包括第一絕緣層、第一金屬層以及第二絕緣層。第一絕緣層設置在電子單元上，且第一絕緣層具有多個第一開孔，多個第一開孔與多個接合墊對應設置。第一金屬層設置在第一絕緣層上並透過多個接合墊電性連接電子單元。第二絕緣層設置在第一金屬層上。第一絕緣層包括多個第一填充粒子，第二絕緣層包括多個第二填充粒子，多個第一填充粒子具有第一最大粒徑，多個第二填充粒子具有第二最大粒徑，且第二最大粒徑大於第一最大粒徑。","Y2024","main","Yes","半導體結構","3481","光電業","2024-11-15",1.88,-2.28,1,-3.78,20.72,50.13,15.7,1.9,7.9,15.3,8.6,0.15547,89.4
"2867","群創光電","2024-11-18","TWI831441B","2022-10-27","2024-02-01",56,"電子裝置","一種電子裝置，包括一基板、一接合墊、一擋牆、一連接件以及一電子元件。接合墊設置於基板上。擋牆設置於接合墊上。連接件設置於基板上且與擋牆接觸。電子元件透過連接件與接合墊電性連接。","Y2024","main","Yes","功率裝置","3481","光電業","2024-11-15",1.88,-2.28,1,-3.78,20.72,50.13,15.7,1.9,7.9,15.3,8.6,0.15547,89.4
"2868","群創光電","2024-11-18","TWI815454B","2022-05-16","2023-09-11",67,"電子裝置","本揭露公開了一種電子裝置，包括基板、第一發光單元、第一彩色濾光片、第一波長轉換層以及第二彩色濾光片。第一發光單元設置於基板上並用於產生第一光線。第一彩色濾光片設置於第一發光單元上，第一波長轉換層設置於第一彩色濾光片上，且第二彩色濾光片設置於第一波長轉換層上。第一光線穿過第一彩色濾光片，第一波長轉換層將第一光線轉換為第二光線，且第二光線穿過第二彩色濾光片。","Y2024","main","Yes","其他","3481","光電業","2024-11-15",1.88,-2.28,1,-3.78,20.72,50.13,15.7,1.9,7.9,15.3,8.6,0.15547,89.4
"2869","群創光電","2024-11-18","TWI827262B","2022-09-16","2023-12-21",43,"發光模組及電子裝置","提供一種發光模組，發光模組包括電路基板以及設置於電路基板上的第一發光元件。發光模組亦包括光學圖案，設置於電路基板上且鄰接於第一發光元件。發光模組更包括透鏡，覆蓋第一發光元件和光學圖案。","Y2024","main","Yes","其他","3481","光電業","2024-11-15",1.88,-2.28,1,-3.78,20.72,50.13,15.7,1.9,7.9,15.3,8.6,0.15547,89.4
"2870","群創光電","2024-11-18","TWI819692B","2022-07-08","2023-10-21",30,"電子裝置","本揭露提供了一種電子裝置，其包括一電子單元、一電路層以及一接合墊。電子單元包括一晶片、一絕緣層以及一第一導體層。絕緣層設置在晶片上，絕緣層具有一第一開孔，且第一導體層設置在第一開孔內。電路層與電子單元對應設置，電路層包括一第二開孔以及設置在第二開孔內的一第二導體層，且接合墊接觸第二導體層並電性連接電子單元。第一導體層具有第一高度，第二導體層具有第二高度，且第一高度對第二高度的比值是大於或等於0.1並小於或等於0.9。","Y2024","main","Yes","半導體結構製備","3481","光電業","2024-11-15",1.88,-2.28,1,-3.78,20.72,50.13,15.7,1.9,7.9,15.3,8.6,0.15547,89.4
"2871","群創光電","2024-11-18","TWI815454B","2022-05-16","2023-09-11",67,"電子裝置","本揭露公開了一種電子裝置，包括基板、第一發光單元、第一彩色濾光片、第一波長轉換層以及第二彩色濾光片。第一發光單元設置於基板上並用於產生第一光線。第一彩色濾光片設置於第一發光單元上，第一波長轉換層設置於第一彩色濾光片上，且第二彩色濾光片設置於第一波長轉換層上。第一光線穿過第一彩色濾光片，第一波長轉換層將第一光線轉換為第二光線，且第二光線穿過第二彩色濾光片。","Y2024","main","Yes","影像處理技術","3481","光電業","2024-11-15",1.88,-2.28,1,-3.78,20.72,50.13,15.7,1.9,7.9,15.3,8.6,0.15547,89.4
"2872","群創光電","2024-11-18","TWI831441B","2022-10-27","2024-02-01",56,"電子裝置","一種電子裝置，包括一基板、一接合墊、一擋牆、一連接件以及一電子元件。接合墊設置於基板上。擋牆設置於接合墊上。連接件設置於基板上且與擋牆接觸。電子元件透過連接件與接合墊電性連接。","Y2024","main","Yes","半導體結構製備","3481","光電業","2024-11-15",1.88,-2.28,1,-3.78,20.72,50.13,15.7,1.9,7.9,15.3,8.6,0.15547,89.4
"2873","群創光電","2024-11-18","TWI840906B","2022-08-05","2024-05-01",33,"電子裝置","本揭露提供一種電子裝置，包括基板、第一金屬圖案、第一絕緣圖案以及第二金屬圖案。第一金屬圖案設置於基板上。第一絕緣圖案設置於第一金屬圖案上。第二金屬圖案設置於第一金屬圖案以及第一絕緣圖案上。在剖視方向上，第二金屬圖案包括第一接觸部以及第二接觸部，第一接觸部與第二接觸部接觸於第一金屬圖案，且在第一接觸部與第二接觸部之間，第一絕緣圖案接觸第一金屬圖案與第二金屬圖案。","Y2024","main","Yes","半導體結構製備","3481","光電業","2024-11-15",1.88,-2.28,1,-3.78,20.72,50.13,15.7,1.9,7.9,15.3,8.6,0.15547,89.4
"2874","群創光電","2024-11-18","TWI829302B","2022-08-25","2024-01-11",36,"電子裝置以及電子裝置的製造方法","本揭露提供一種電子裝置，包括基板、第一電極層、光電二極體、絕緣層、第二電極層以及第一透明導電層。第一電極層設置於基板上。光電二極體設置於第一電極層上，且與第一電極層電性連接。絕緣層設置於光電二極體上。第二電極層設置於絕緣層上，且與光電二極體電性連接。第一透明導電層設置於絕緣層上，且接觸第二電極層。本揭露另提供一種電子裝置的製造方法。","Y2024","main","Yes","半導體結構","3481","光電業","2024-11-15",1.88,-2.28,1,-3.78,20.72,50.13,15.7,1.9,7.9,15.3,8.6,0.15547,89.4
"2875","群鼎團隊","2024-11-18","TWI814425B","2022-06-07","2023-09-01",94,"應用程式介面或資料集之介面平台操作方法、系統、電腦可讀取媒體","一種應用程式介面或資料集之介面平台操作方法、系統、電腦可讀取媒體，該系統及該電腦可讀取媒體執行該方法，該方法包含：一應用程式介面提供者或一資料集提供者在一介面平台選定一介面並分別實作出一應用程式介面或一資料集；當該應用程式介面或者該資料集，與該介面都符合相同之一介面規範定義時，該介面平台上架該應用程式介面或該資料集。藉此，基於特定介面規範基礎的該應用程式介面、該資料集，都能夠更容易且快速地被第三方所整合應用，進而促進各種軟體與裝置之間有依據的溝通且加強整合的效率，並達成科技與產業發展加速之成效。","Y2024","main","No","其他",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2876","群鼎團隊","2024-11-18","TWI814425B","2022-06-07","2023-09-01",94,"應用程式介面或資料集之介面平台操作方法、系統、電腦可讀取媒體","一種應用程式介面或資料集之介面平台操作方法、系統、電腦可讀取媒體，該系統及該電腦可讀取媒體執行該方法，該方法包含：一應用程式介面提供者或一資料集提供者在一介面平台選定一介面並分別實作出一應用程式介面或一資料集；當該應用程式介面或者該資料集，與該介面都符合相同之一介面規範定義時，該介面平台上架該應用程式介面或該資料集。藉此，基於特定介面規範基礎的該應用程式介面、該資料集，都能夠更容易且快速地被第三方所整合應用，進而促進各種軟體與裝置之間有依據的溝通且加強整合的效率，並達成科技與產業發展加速之成效。","Y2024","main","No","資料傳遞技術",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2877","翌實實業","2024-11-18","TWI833503B","2022-12-16","2024-02-21",83,"測試設備","本發明公開一種測試設備，包含兩個測試腔體、一氣密墊圈、一密合機構、及一抽氣裝置。所述密合機構包含一驅動器、配置於其中一個所述測試腔體的多個鎖合件、及一傳動件。每個所述鎖合件具有一連動端部與一鎖合端部，所述傳動件連接所述驅動器與多個所述連動端部。當兩個所述測試腔體相對地移動而夾持所述氣密墊圈時，所述抽氣裝置能對兩個所述測試腔體所包圍的空間進行抽真空，而後所述驅動器能通過所述傳動件而驅使多個所述鎖合件轉動，以使每個所述鎖合端部與其中一個所述測試腔體分別夾持於其中另一個所述測試腔體的相反兩側。","Y2024","main","No","其他",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2878","聚積科技","2024-11-18","TWI832395B","2022-08-25","2024-02-11",55,"組裝型發光二極體顯示裝置","一種組裝型發光二極體顯示裝置，包含一系統母板，及多個組裝子板。該系統母板具有一驅動電源電路單元及一閘極控制電路單元，該等組裝子板設置於該系統母板，每一個組裝子板具有一基板、至少兩組設置於該基板的發光二極體單元，及至少一電晶體開關，每一組發光二極體單元具有多個發光二極體且與相同的電晶體開關電連接。其中，該等發光二極體於該系統母板上成行列間隔排列，該驅動電源電路單元具有多條沿一第一方向同向延伸的電源線，該閘極控制電路單元具有多條沿一第二方向延伸的閘極線，同一條沿該第一方向排列的發光二極體與相應的一條電源線電連接，且同一組裝子板的至少一電晶體開關的閘極與同一條閘極線電連接。","Y2024","main","Yes","其他","3527","半導體","2024-11-15",0.66,12.72,4,-18.35,-28.41,-899.58,94.3,NA,89,74,91.6,0.00418,0
"2879","聚積科技","2024-11-18","TWI832395B","2022-08-25","2024-02-11",55,"組裝型發光二極體顯示裝置","一種組裝型發光二極體顯示裝置，包含一系統母板，及多個組裝子板。該系統母板具有一驅動電源電路單元及一閘極控制電路單元，該等組裝子板設置於該系統母板，每一個組裝子板具有一基板、至少兩組設置於該基板的發光二極體單元，及至少一電晶體開關，每一組發光二極體單元具有多個發光二極體且與相同的電晶體開關電連接。其中，該等發光二極體於該系統母板上成行列間隔排列，該驅動電源電路單元具有多條沿一第一方向同向延伸的電源線，該閘極控制電路單元具有多條沿一第二方向延伸的閘極線，同一條沿該第一方向排列的發光二極體與相應的一條電源線電連接，且同一組裝子板的至少一電晶體開關的閘極與同一條閘極線電連接。","Y2024","main","Yes","電源管理技術","3527","半導體","2024-11-15",0.66,12.72,4,-18.35,-28.41,-899.58,94.3,NA,89,74,91.6,0.00418,0
"2880","聯亞光電工業","2024-11-18","TWI832715B","2023-03-02","2024-02-11",13,"半導體元件","一種半導體元件，包含一含有第一元素及第二元素的基板、一疊置於該基板上的緩衝層、一形成於該緩衝層上的漸變層、一形成於該漸變層上的作用層、一形成於該作用層上的開窗層，及一形成於該開窗層上的濾光層。該漸變層包括多個皆含有第一元素、第二元素，及第三元素的子層部，其中，該等子層部藉由改變第二元素及第三元素的比例來調整晶格常數。該作用層的晶格常數大於該漸變層之該等子層部的晶格常數。該濾光層藉由改變第二元素與第三元素的比例，以遮蔽至少一部分之波長在一設定波長範圍中的光線。","Y2024","main","Yes","半導體結構製備","3081","通信網路業","2024-11-15",0.12,41.79,10,80.42,354.38,105.51,325.1,225.8,325.9,338,285.6,0.03978,89.4
"2881","聯亞光電工業","2024-11-18","TWI832715B","2023-03-02","2024-02-11",13,"半導體元件","一種半導體元件，包含一含有第一元素及第二元素的基板、一疊置於該基板上的緩衝層、一形成於該緩衝層上的漸變層、一形成於該漸變層上的作用層、一形成於該作用層上的開窗層，及一形成於該開窗層上的濾光層。該漸變層包括多個皆含有第一元素、第二元素，及第三元素的子層部，其中，該等子層部藉由改變第二元素及第三元素的比例來調整晶格常數。該作用層的晶格常數大於該漸變層之該等子層部的晶格常數。該濾光層藉由改變第二元素與第三元素的比例，以遮蔽至少一部分之波長在一設定波長範圍中的光線。","Y2024","main","Yes","半導體結構","3081","通信網路業","2024-11-15",0.12,41.79,10,80.42,354.38,105.51,325.1,225.8,325.9,338,285.6,0.03978,89.4
"2882","聯勝光電","2024-11-18","TWI810139B","2023-04-11","2023-07-21",1,"具有複數P型與N型接面之發光二極體及其製造方法","一種具有複數P型與N型接面之發光二極體及其製造方法，該發光二極體包含複數二極體P型與N型結構、一上電極與一互融層，每一該二極體P型與N型結構具有上下堆疊的一第一電性半導體、一主動區與一第二電性半導體，該複數二極體P型與N型結構上下堆疊形成一發光體，該上電極形成於該發光體上，該互融層位於兩兩該複數二極體P型與N型結構之間且由該第一電性半導體與該第二電性半導體互融而形成，該互融層包含一不導電互融部與複數導電互融部，且該複數導電互融部散佈於該不導電互融部中，並位於該上電極下方的該互融層皆為該不導電互融部。","Y2024","main","No","半導體結構製備",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2883","聯勝光電","2024-11-18","TWI810139B","2023-04-11","2023-07-21",1,"具有複數P型與N型接面之發光二極體及其製造方法","一種具有複數P型與N型接面之發光二極體及其製造方法，該發光二極體包含複數二極體P型與N型結構、一上電極與一互融層，每一該二極體P型與N型結構具有上下堆疊的一第一電性半導體、一主動區與一第二電性半導體，該複數二極體P型與N型結構上下堆疊形成一發光體，該上電極形成於該發光體上，該互融層位於兩兩該複數二極體P型與N型結構之間且由該第一電性半導體與該第二電性半導體互融而形成，該互融層包含一不導電互融部與複數導電互融部，且該複數導電互融部散佈於該不導電互融部中，並位於該上電極下方的該互融層皆為該不導電互融部。","Y2024","main","No","半導體結構",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2884","聯發科技","2024-11-18","TWI814585B","2022-09-21","2023-09-01",69,"視頻處理電路","一種視頻處理電路包括第一緩衝器和計算電路。在對多個連續塊沿第二方向的執行第二一維處理操作之前，第一計算電路通過對多個連續塊中的每一個在不同於所述第二方向的第一方向上執行第一一維處理操作來為多個連續塊中的每一個生成第一處理結果。進一步將所述多個連續塊的多個第一處理結果存儲到所述第一緩衝器中。","Y2024","main","Yes","影像處理技術","2454","半導體","2024-11-15",0.49,19.4,7,19.72,23.29,32.99,938.7,992.1,1271.9,1270,1026.7,2.58728,89.4
"2885","聯發科技","2024-11-18","TWI842570B","2023-06-16","2024-05-11",0,"相關運算方法以及相關運算裝置","本發明揭露一種相關運算方法，包含：使用一分組電路來依據一同相碼序列以及一正交碼序列以對一資料序列進行一分組操作，其中該資料序列是得自於一正交相移鍵控調變訊號；針對被該分組操作分類到至少一資料取樣群組的複數個資料取樣進行至少一累加操作，來產生至少一累加結果；以及自該至少一累加結果來得到該資料序列與該同相碼序列及該正交碼序列兩者之間的一相關值。","Y2024","main","Yes","資料傳遞技術","2454","半導體","2024-11-15",0.49,19.4,7,19.72,23.29,32.99,938.7,992.1,1271.9,1270,1026.7,2.58728,89.4
"2886","聯發科技","2024-11-18","TWI840192B","2023-04-13","2024-04-21",73,"無線通訊方法和裝置","本公開提供了一種用於無線通訊的裝置和方法。該裝置的處理電路決定該裝置的一個或多個天線埠用於資料傳輸。處理電路基於第一DMRS模式、第二DMRS模式、第三DMRS模式和第四DMRS模式中之一，對一個或多個天線埠中的每個天線埠生成相應的解調參考訊號(demodulation reference signal，簡稱DMRS)。一個或多個天線埠發送一個或多個DMRS。第一DMRS模式包括四個碼分複用(code division multiplexing，簡稱CDM)組，其中每個CDM組包括長度為2的正交覆蓋碼(orthogonal cover code，簡稱OCC)，第二DMRS模式包括六個CDM組，其中每個CDM組包括長度為2的OCC，第三DMRS模式包括三個CDM組，其中每個CDM組包括長度為4的OCC，以及第四DMRS模式包括兩個CDM組，其中每個CDM組包括長度為6的OCC。","Y2024","main","Yes","其他","2454","半導體","2024-11-15",0.49,19.4,7,19.72,23.29,32.99,938.7,992.1,1271.9,1270,1026.7,2.58728,89.4
"2887","聯發科技","2024-11-18","TWI836904B","2023-02-16","2024-03-21",23,"半導體封裝結構","一種半導體封裝結構包括封裝基板、半導體裸晶、中介層、粘合層以及成型材料。半導體裸晶被設置在封裝基板的上方。中介層被設置在半導體裸晶的上方。粘合層連接半導體裸晶和中介層。成型材料圍繞半導體裸晶和粘合層。","Y2024","main","Yes","半導體結構製備","2454","半導體","2024-11-15",0.49,19.4,7,19.72,23.29,32.99,938.7,992.1,1271.9,1270,1026.7,2.58728,89.4
"2888","聯發科技","2024-11-18","TWI830558B","2022-12-28","2024-01-21",98,"視頻編解碼系統中多重假設預測的方法和裝置","公開了一種用於預測編解碼的方法和裝置。根據該方法，確定組合預測成員，其中每個組合預測成員包括使用從權重集中選擇的目標權重的第一預測候選和第二預測候選的權重和。確定與組合預測成員相關聯的邊界匹配成本，其中，針對具有目標權重的組合預測成員，通過使用基於具有目標權重的組合預測成員的當前塊的預測樣本和當前塊的相鄰重建樣本來確定每個邊界匹配成本。然後使用基於至少一個邊界匹配成本決定的最終組合預測來編碼或解碼當前塊。","Y2024","main","Yes","其他","2454","半導體","2024-11-15",0.49,19.4,7,19.72,23.29,32.99,938.7,992.1,1271.9,1270,1026.7,2.58728,89.4
"2889","聯發科技","2024-11-18","TWI829397B","2022-10-21","2024-01-11",40,"半導體裝置及其形成方法、及其佈局設計修改方法","本發明公開一種半導體裝置，包括：基板；第一單元，包括：在該基板中的第一擴散區；在該第一擴散區上方的第一閘極結構；以及第一接觸，在該第一擴散區上方並且在在第一閘極結構的一側；以及第二單元，與該第一單元相鄰，該第二單元包括：在該基板中的第二擴散區，其中該第二擴散區與該第一擴散區形成連續的擴散區；在該第二擴散區上方的第二閘極結構；以及第二接觸，其中，當該半導體裝置工作時，該第一接觸和該第二接觸是等電位的。","Y2024","main","Yes","半導體結構製備","2454","半導體","2024-11-15",0.49,19.4,7,19.72,23.29,32.99,938.7,992.1,1271.9,1270,1026.7,2.58728,89.4
"2890","聯發科技","2024-11-18","TWI832787B","2023-07-21","2024-02-11",56,"從低解析度圖像生成高解析度圖像以實現盲超解析度","一種用於從低解析度圖像生成高解析度圖像的方法，包括從低解析度圖像中擷取複數個低解析度圖像塊，對該些低解析度圖像塊執行離散小波變換以生成在低解析度圖像塊上橫軸為高頻且縱軸為高頻的第一圖像塊、橫軸為高頻且縱軸為低頻的第二圖像塊、橫軸為低頻且縱軸為高頻的第三圖像塊。將三個圖像塊輸入到雙分支模糊程度提取器以生成模糊表示和噪音表示，並通過減少模糊損失和噪音損失來對模糊表示和噪音表示進行對比學習。","Y2024","main","Yes","影像處理技術","2454","半導體","2024-11-15",0.49,19.4,7,19.72,23.29,32.99,938.7,992.1,1271.9,1270,1026.7,2.58728,89.4
"2891","聯發科技","2024-11-18","TWI836862B","2023-01-16","2024-03-21",32,"半導體封裝組件及電子設備","一種半導體封裝組件，包括：基座，具有第一表面和與該第一表面相對的第二表面；片上系統(SOC)封裝，設置在該基座的該第一表面上，該SOC封裝包括：具有接墊的SOC晶片；和再分佈層(RDL)結構，通過該接墊電連接到該SOC晶片；該半導體封裝組件還包括堆疊在該SOC封裝上的記憶體封裝400，該記憶體封裝包括：具有頂面和底面的記憶體封裝襯底；和記憶體晶片，安裝在該記憶體封裝襯底的該頂面上並電連接到該記憶體封裝襯底；該半導體封裝組件還包括矽電容器晶片，設置在該基座的該第二表面上並電連接到該基座的該第二表面。","Y2024","main","Yes","半導體結構製備","2454","半導體","2024-11-15",0.49,19.4,7,19.72,23.29,32.99,938.7,992.1,1271.9,1270,1026.7,2.58728,89.4
"2892","聯發科技","2024-11-18","TWI843586B","2023-05-30","2024-05-21",72,"用於無線通訊的方法及使用者設備","一種使用者設備的無線通訊方法，包括：生成要在N        2個子載波上攜帶的R層基頻資料訊號，其中，N        2和R是正整數；由R個預編碼器在L個第一傳輸時間段中的一些或全部中將所述R層基頻資料訊號中的各層分別映射到所述使用者設備的N        T個天線，其中，N        T和L是正整數，並且所述R個預編碼器中的各預編碼器包括        個元素；以及經由一個或複數個中繼器在所述L個第一傳輸時間段上向一基地台發送與所映射的基頻資料訊號相對應的基於正交分頻多工的一第一時域訊號，其中，所述L個第一傳輸時間段對應於一個第二傳輸時間段。","Y2024","main","Yes","其他","2454","半導體","2024-11-15",0.49,19.4,7,19.72,23.29,32.99,938.7,992.1,1271.9,1270,1026.7,2.58728,89.4
"2893","聯發科技","2024-11-18","TWI825751B","2022-05-30","2023-12-11",49,"視訊編碼方法和裝置","用於藉由折疊式Hadamard變換電路計算絕對變換差值和（Sum of Absolute Transformed Difference，簡稱SATD）的視訊編碼方法和裝置包括將當前塊分割成SATD塊，在第一週期内接收與第一SATD塊的第一塊相關聯的輸入資料以及在第二週期内接收與第一SATD塊的第二塊相關聯的輸入資料，以及在第一週期内由共用的Hadamard變換電路執行第一塊的計算和在第二週期内由共用的Hadamard變換電路執行第二塊的計算。每個共用的Hadamard變換電路是每個折疊式Hadamard變換電路的第一部分。視訊編碼方法和裝置還藉由每個折疊式Hadamard變換電路的最終部分執行整個SATD塊的計算，以生成用於編碼的第一SATD塊的最終SATD結果。","Y2024","main","Yes","其他","2454","半導體","2024-11-15",0.49,19.4,7,19.72,23.29,32.99,938.7,992.1,1271.9,1270,1026.7,2.58728,89.4
"2894","聯發科技","2024-11-18","TWI830558B","2022-12-28","2024-01-21",98,"視頻編解碼系統中多重假設預測的方法和裝置","公開了一種用於預測編解碼的方法和裝置。根據該方法，確定組合預測成員，其中每個組合預測成員包括使用從權重集中選擇的目標權重的第一預測候選和第二預測候選的權重和。確定與組合預測成員相關聯的邊界匹配成本，其中，針對具有目標權重的組合預測成員，通過使用基於具有目標權重的組合預測成員的當前塊的預測樣本和當前塊的相鄰重建樣本來確定每個邊界匹配成本。然後使用基於至少一個邊界匹配成本決定的最終組合預測來編碼或解碼當前塊。","Y2024","main","Yes","影像處理技術","2454","半導體","2024-11-15",0.49,19.4,7,19.72,23.29,32.99,938.7,992.1,1271.9,1270,1026.7,2.58728,89.4
"2895","聯發科技","2024-11-18","TWI814585B","2022-09-21","2023-09-01",69,"視頻處理電路","一種視頻處理電路包括第一緩衝器和計算電路。在對多個連續塊沿第二方向的執行第二一維處理操作之前，第一計算電路通過對多個連續塊中的每一個在不同於所述第二方向的第一方向上執行第一一維處理操作來為多個連續塊中的每一個生成第一處理結果。進一步將所述多個連續塊的多個第一處理結果存儲到所述第一緩衝器中。","Y2024","main","Yes","其他","2454","半導體","2024-11-15",0.49,19.4,7,19.72,23.29,32.99,938.7,992.1,1271.9,1270,1026.7,2.58728,89.4
"2896","聯發科技","2024-11-18","TWI824647B","2022-08-04","2023-12-01",12,"半導體封裝","本發明公開一種半導體封裝，包括：底部封裝，包括由模塑料包圍的應用處理器晶粒；頂部封裝，安裝在該底部封裝上；頂部重分佈層結構，設置在該頂部封裝和該底部封裝之間；複數個貫穿模制通孔，設置在該模塑料中，用於將該頂部封裝與該應用處理器晶粒電連接，其中，該複數個貫穿模制通孔中的每一個在俯視時具有橢圓形或矩形形狀；以及底部重分佈層結構，其中該應用處理器晶粒和該複數個貫穿模制通孔互連到該底部重分佈層結構。","Y2024","main","Yes","半導體結構","2454","半導體","2024-11-15",0.49,19.4,7,19.72,23.29,32.99,938.7,992.1,1271.9,1270,1026.7,2.58728,89.4
