"","專利號","公司全名","更新日期","計算終止日","申請日","獲證日","標題","專利摘要","主分支","公開發行","技術大類","PR","股票代碼","產業別","收盤時間","氣動值","月營收成長率","熱度值","營收成長率","毛利成長率","營益成長率","外資成本","投信成本","自營商成本","收盤價","加權後成本","市值權重%","趨勢機率%","區域"
"1722","TWI889259B","台灣積體電路製造","2025-09-19","2025-09-15","2024-03-25","2025-07-01","半導體裝置及其製造方法","一種半導體裝置，包括形成於基板之第一側上的第一開關、第二開關、第三開關、及第四開關，其中第一開關與第二開關串聯連接於第一參考電壓與輸出電壓之間，且其中第三開關與第四開關串聯連接於第一參考電壓與第二參考電壓之間。半導體裝置包括電容器，電容器形成於基板的與第一側相對的第二側上，並具有第一端子及第二端子。第一端子耦接至第一開關與第二開關之間的第一節點，第二端子耦接至第三開關與第四開關之間的第二節點。","branch","Yes","半導體結構與製程",60,"2330","半導體","2025-09-18",0.17,33.84,10,38.65,52.84,61.72,572.5,566.2,1187.2,1285,693,37.09308,54.1,"TW"
"1723","TWI889312B","大陸商艾科微電子(深圳)","2025-09-19","2025-09-15","2024-04-26","2025-07-01","半導體元件","一種半導體元件，包括基底、井區、第一場板、第二場板、第一二極體及第二二極體。基底具有第一導電類型。井區具有第二導電類型，且設置於基底上。第一場板設置於基底上，第二場板設置於基底上，且側向分離於第一場板。第一二極體，包含陽極和陰極，其中第一二極體的陽極鄰接井區，且第一二極體的陰極包含部分的井區。第二二極體，包含陽極和陰極，其中第二二極體的陽極電連接第一二極體的陽極，且第二二極體的陰極電連接第二場板。","branch",NA,"半導體結構與製程",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"1724","TWI889341B","群聯電子","2025-09-19","2025-09-15","2024-05-15","2025-07-01","記憶體管理方法、記憶體儲存裝置及記憶體控制電路單元","一種記憶體管理方法、記憶體儲存裝置及記憶體控制電路單元。所述記憶體管理方法包括：將第一資料寫入多個超實體抹除單元中的第一超實體抹除單元的N個超實體程式化單元；根據第一資料產生N個第一暫時奇偶校驗碼，並將N個第一暫時奇偶校驗碼儲存於緩衝記憶體；將第二資料寫入多個超實體抹除單元中的第二超實體抹除單元的M個超實體程式化單元；將第二資料與N個第一暫時奇偶校驗碼執行編碼操作以產生N個第一奇偶校驗碼；以及將N個第一奇偶校驗碼寫入第二超實體抹除單元。","main","Yes","記憶體與儲存裝置",18,"8299","半導體","2025-09-18",0.34,23.48,5,12.55,-6.78,17.48,528.3,510.7,635.2,722,542.6,0.16608,53.1,"TW"
"1725","TWI889394B","大陸商星宸科技","2025-09-19","2025-09-15","2024-06-18","2025-07-01","影像處理裝置及影像處理方法","本發明揭露了一種影像處理裝置。影像處理裝置耦接一外部記憶體，並且包含：一記憶體、一第一處理器以及一第二處理器。該第一處理器用來執行以下步驟：加載一虛擬機器監視器至該外部記憶體；加載一第一虛擬機器至該外部記憶體；喚醒該第二處理器；以及，加載一第二虛擬機器至該外部記憶體。該第二處理器用來執行以下步驟：執行該虛擬機器監視器；以及，執行該第一虛擬機器。該第一處理器先加載該第一虛擬機器再加載該第二虛擬機器，且該第一虛擬機器的加載時間小於該第二虛擬機器的加載時間。","branch",NA,"AI晶片與硬體加速器",63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"1726","TWI889548B","英業達","2025-09-19","2025-09-15","2024-09-20","2025-07-01","持續學習模型的訓練方法及非暫態電腦可讀取媒體","提出一種持續學習模型的訓練方法及執行此方法的非暫態電腦可讀取媒體。所述方法包括：當目前的訓練過程為持續學習的第一個任務時，依據第一個任務的原始資料訓練本質生成程序中的編碼器及自注意力層，否則凍結編碼器及自注意力層的參數，執行本質生成程序以將原始資料轉換為資料本質，將資料本質加入本質記憶區，重複執行訓練程序直到持續學習模型收斂。訓練程序包括：從原始資料中取得訓練批次，依據訓練批次更新回放記憶區，依據回放記憶區及本質記憶區訓練持續學習模型，當目前的訓練過程為第一個任務時，更新本質記憶區中的資料本質。","decline","Yes","電腦視覺與影像處理",25,"2356","電腦及週邊","2025-09-18",0.45,17.83,1,21.03,22.67,39.76,42.3,34.4,41.4,43.3,39,0.17291,54.7,"TW"
"1727","TWI890036B","南韓商三星電子","2025-09-19","2025-09-15","2023-03-14","2025-07-11","互補金屬氧化物半導體結構","一種半導體裝置包括晶圓、位於晶圓的前面上的第一半導體裝置及第二半導體裝置、位於晶圓的背面上的電力軌、位於晶圓的背面上的背面配電網路（PDN）柵格、以及在晶圓的前面上位於第一半導體裝置及第二半導體裝置上方的前面訊號佈線走線。第二半導體裝置堆疊於第一半導體裝置上，背面配電網路柵格耦合至電力軌，且電力軌耦合至第一半導體裝置及第二半導體裝置。","branch",NA,"半導體結構與製程",89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"1728","TWI890102B","日商鎧俠","2025-09-19","2025-09-15","2023-07-31","2025-07-11","固態儲存裝置及其資料存取方法","一種固態儲存裝置，電性連接至一主機。固態儲存裝置包括：控制器；非揮發性記憶體；以及揮發性記憶體。揮發性記憶體包括提交佇列及完成佇列。控制器由主機取得存取指令，並將其記錄於提交佇列。存取指令對應第一邏輯位址。控制器判斷提交佇列是否存在第一寫入指令以產生一判斷結果，其中第一寫入指令對應第二邏輯位址，且第二邏輯位址與第一邏輯位址相同。控制器根據判斷結果決定存取指令的處理方式。","main",NA,"記憶體與儲存裝置",52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"1729","TWI890127B","補丁科技","2025-09-19","2025-09-15","2023-08-31","2025-07-11","頁資料複製、搬移及存取的裝置","一種以“頁”為單位(或以整個位元線上耦接的記憶體區塊資料為單位)作資料複製、資料搬移及資料存取的裝置，裝置的記憶體區塊位元線上的資料電壓信號通過位元線感測放大器/緩衝器被傳送到相鄰記憶體區塊的位元線上，且資料電壓信號通過介於後續記憶體區塊之間的位元線感測放大器/緩衝器被依序傳送到後續記憶體區塊之間。本實施例可應用做為記憶體晶片的頁資料寫入存取方法，頁資料依序地從記憶體區塊傳遞至後續相鄰記憶體區塊，直至到達目標位置記憶體區塊為止，接著，激活目標位置記憶體區塊的字元線將資料寫入目標位置的記憶體單元。","main",NA,"記憶體與儲存裝置",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"1730","TWI890208B","國立中央大學 | 中原大學","2025-09-19","2025-09-15","2023-11-22","2025-07-11","用於自旋轉移矩磁阻式隨機存取記憶體之糾錯系統及糾錯方法","一種用於自旋轉移矩磁阻式隨機存取記憶體之糾錯系統及糾錯方法被提供。該糾錯方法包含：針對該記憶體進行第一讀取程序，以產生第一讀取結果，且當該第一讀取結果具有一錯誤位元時，產生一校正子；根據該校正子來辨識該錯誤位元的一錯誤狀態；將一調節式感測電路之一參考電阻調整為與該錯誤狀態相反之一極限電阻值；以及針對該記憶體進行第二讀取程序，以產生第二讀取結果，且當該第二讀取結果不具有該錯誤位元時，該糾錯碼解碼器判斷該錯誤位元之錯誤種類為不當讀取錯誤，而當該第二讀取結果具有該錯誤位元時，該糾錯碼解碼器判斷該錯誤位元之錯誤種類為讀取干擾錯誤。","main",NA,"記憶體與儲存裝置",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"1731","TWI890263B","台灣積體電路製造","2025-09-19","2025-09-15","2024-01-09","2025-07-11","半導體裝置及其形成方法","一種半導體裝置包括一基板。多個半導體通道層係在該基板上方。一閘極結構包覆該些半導體通道層中的每一者。多個源極/汲極磊晶結構係在該閘極結構的相對側上。多個磊晶晶種層係分別在該些源極/汲極磊晶結構下方，其中該些磊晶晶種層的一晶格常數不同於該些源極/汲極磊晶結構的一晶格常數。多個隔離層係在該基板上方且分別垂直地在該些磊晶晶種層下方。","branch","Yes","半導體結構與製程",85,"2330","半導體","2025-09-18",0.17,33.84,10,38.65,52.84,61.72,572.5,566.2,1187.2,1285,693,37.09308,54.1,"TW"
"1732","TWI890288B","台灣積體電路製造","2025-09-19","2025-09-15","2024-01-25","2025-07-11","半導體裝置及其製造方法","半導體裝置及其製造方法。示例性裝置包括設置在基底的前側之上的前側電源軌、設置在基底的背側之上的背側電源軌、設置在前側電源軌和背側電源軌之間的磊晶源極/汲極結構。磊晶源極/汲極結構透過前側源極/汲極接觸件連接到前側電源軌。磊晶源極/汲極結構透過背側源極/汲極通孔連接到背側電源軌。背側源極/汲極通孔設置在基底內，介電層設置在基底和背側電源軌之間。背側源極/汲極通孔延伸穿過介電層和基底。前側矽化物層可以在前側源極/汲極接觸件和磊晶源極/汲極結構之間，並且背側矽化物層可以在背側源極/汲極通孔和磊晶源極/汲極結構之間，使得磊晶源極/汲極結構在矽化物層之間。","branch","Yes","半導體結構與製程",96,"2330","半導體","2025-09-18",0.17,33.84,10,38.65,52.84,61.72,572.5,566.2,1187.2,1285,693,37.09308,54.1,"TW"
"1733","TWI890383B","德商卡爾蔡司多重掃描電子顯微鏡","2025-09-19","2025-09-15","2024-03-26","2025-07-11","具有快速可替換粒子源的多束粒子顯微鏡及在多束粒子顯微鏡中快速替換粒子源的方法","本案揭示一種具有可快速替換粒子源的多束粒子顯微鏡。為此，該多束粒子顯微鏡包含特定的雙密封和柱體分離模組。藉助所述雙密封和柱體分離模組，可更快替換一具有粒子源的替換模組，並可保護該多束粒子顯微鏡的粒子光學元件之潛在敏感組成部件免受污染。","main",NA,"光學元件與光通訊",65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"1734","TWI890453B","大陸商摩爾線程智能科技(北京)","2025-09-19","2025-09-15","2024-05-23","2025-07-11","GPU的數據訪問處理方法、裝置及存儲介質","本發明係關於電腦技術領域，尤其係關於一種GPU的數據訪問處理方法、裝置及存儲介質。前述方法包含：輸出第一訪問請求，第一訪問請求用於指示本次訪問的跨分區的SRS的數據地址；對第一訪問請求進行命中測試；當命中測試的結果為第一測試結果時，從緩存行中讀取並返回數據地址對應的數據，第一測試結果指示本次訪問的數據地址命中且歷史訪問的數據地址命中；即提供一種在GPU內部讀緩存的硬體電路，使得在本次訪問的數據地址命中且歷史訪問的數據地址命中的情況下，可以直接從緩存行中讀取並返回數據，大大縮短跨分區時訪問SRS的數據的延時，可以實現在跨分區訪問數據的情況下提高GPU的系統性能。","branch",NA,"記憶體與儲存裝置",74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"1735","TWI890490B","大陸商長鑫科技集團","2025-09-19","2025-09-15","2024-06-18","2025-07-11","記憶晶片、邏輯晶片、晶片堆疊結構和記憶體","本公開提供了一種記憶晶片、邏輯晶片、晶片堆疊結構和記憶體，邏輯晶片的全域訊號區域，其中具有多個導電通孔組，第i個所述導電通孔組中的4個正常導電通孔一一對應的與第i個所述內部端口組中的4個內部端口電連接，且4個正常導電通孔和4個內部端口的對應關係是基於所述選擇訊號確定的。","main",NA,"記憶體與儲存裝置",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"1736","TWI890530B","鴻海精密工業","2025-09-19","2025-09-15","2024-07-23","2025-07-11","碳化矽溝槽式MOSFET及其製造方法","一種碳化矽溝槽式MOSFET，包括基底、在基底上的磊晶層、溝槽、底部保護區、在磊晶層內的第一與第二導電型重摻雜區、側壁保護區、基極區、厚氧化層、閘極氧化層、分離的多個閘極以及絕緣材料層。溝槽自磊晶層的表面向基底的方向延伸，且溝槽的底部具有圓角。底部保護區位於溝槽的底部下方。第一與第二導電型重摻雜區位於磊晶層的表面並位於溝槽的兩側。側壁保護區位於磊晶層內的第二導電型重摻雜區下方。厚氧化層設置在溝槽的底部。閘極氧化層設置在溝槽的內側壁。分離的多個閘極設置在溝槽的內側壁上，並以絕緣材料層覆蓋。","branch","Yes","半導體結構與製程",17,"2317","其他電子業","2025-09-18",0.53,10.61,1,15.67,14.09,26.88,163,144.6,201.4,215,163.3,3.32459,54.7,"TW"
"1737","TWI890536B","美商佩利達斯","2025-09-19","2025-09-15","2022-10-03","2025-07-11","P型碳化矽與低電阻率碳化矽之晶體、晶棒、晶圓與元件及其製造方法","一種摻雜SiOC液體起始材料提供p型聚合物衍生陶瓷SiC結晶結構，包括晶棒及晶圓。p型SiC電子元件。具有磷作為一摻雜劑的低電阻率SiC晶體、晶圓及晶棒。用於摻雜SiC晶體的氣相沉積生長的聚合物衍生陶瓷摻雜SiC成形裝藥（shaped charge）源材料。","branch",NA,"半導體結構與製程",91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"1738","TWI891134B","大陸商中微半導體設備(上海)","2025-09-19","2025-09-15","2023-11-27","2025-07-21","晶片承載裝置、電漿處理裝置及其溫度控制方法","本發明提供一種晶片承載裝置、電漿處理裝置及其溫度控制方法；其中，晶片承載裝置的基座包括主承載區域和週邊區域，主承載區域上設置有用於支撐晶片的靜電卡盤，週邊區域用於支撐圍繞著靜電卡盤及晶片的聚焦環，主承載區域和週邊區域內分別設有可供控溫介質流動的通道；主承載區域的通道和週邊區域的通道之間設有第一隔熱部；主承載區域的通道內的控溫介質，用於調整主承載區域的基座溫度，進而調整晶片的溫度；週邊區域的通道內的控溫介質，用於調整週邊區域的基座溫度，進而調整聚焦環的溫度。本發明在聚焦環下方的基座內單獨設置一路供控溫介質流動的通道，可以更有效地調節晶片邊緣的溫度，並可以改善聚焦環的溫度。","main",NA,"散熱管理",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"1739","TWI891212B","台灣積體電路製造","2025-09-19","2025-09-15","2024-01-18","2025-07-21","積體電路結構的製造方法","本揭露提供一種方法包括：提供具有底部通道區和位於底部通道區之上的頂部通道區的半導體結構；在頂部通道區中的頂部通道之上形成閘介電層並包繞頂部通道；在超臨界流體中對閘介電層進行自由基處理；以及在閘介電層上形成金屬閘電極。","branch","Yes","半導體結構與製程",25,"2330","半導體","2025-09-18",0.17,33.84,10,38.65,52.84,61.72,572.5,566.2,1187.2,1285,693,37.09308,54.1,"TW"
"1740","TWI891240B","台灣積體電路製造","2025-09-19","2025-09-15","2024-02-06","2025-07-21","半導體裝置及其形成方法","一種半導體裝置包括在第一源極/汲極區之間延伸的多個第一奈米結構、在第一奈米結構之上並在第二源極/汲極區之間延伸的多個第二奈米結構、在第一奈米結構周圍的第一閘極疊層、在第一閘極疊層之上並設置成圍繞第二奈米結構的第二閘極疊層、在第一閘極疊層的背側上的背側閘極蝕刻停止層以及延伸穿過背側閘極蝕刻停止層並電性耦合到第一閘極疊層的背側閘極接觸件，其中背側閘極蝕刻停止層包括金屬。","branch","Yes","半導體結構與製程",85,"2330","半導體","2025-09-18",0.17,33.84,10,38.65,52.84,61.72,572.5,566.2,1187.2,1285,693,37.09308,54.1,"TW"
"1741","TWI891247B","日商鎧俠","2025-09-19","2025-09-15","2024-02-16","2025-07-21","半導體記憶裝置","本發明提供一種高速進行動作之半導體記憶裝置。

本發明之半導體記憶裝置具備記憶體晶片，該記憶體晶片具備：第1及第2控制信號墊，其等輸入第1及第2控制信號；資料信號墊，其輸入輸出資料信號；及記憶胞陣列，其包含複數個記憶胞電晶體。半導體記憶裝置當將第1控制信號設為第1狀態、將第2控制信號設為第1狀態時，成為能夠以資料信號之形式輸入用戶資料之狀態；當將第1控制信號設為第2狀態、將第2控制信號設為第1狀態時，成為能夠以資料信號之形式輸入指令資料之狀態；當將第1控制信號設為第1狀態、將第2控制信號設為第2狀態時，成為能夠以資料信號之形式輸入位址資料之狀態；當將第1控制信號設為第2狀態、將第2控制信號設為第2狀態時，執行以資料信號之形式輸出狀態資料之狀態輸出動作。","main",NA,"記憶體與儲存裝置",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"1742","TWI891289B","遊戲橘子數位科技","2025-09-19","2025-09-15","2024-03-20","2025-07-21","快速生成多組客製化用戶頭像方法","一種快速生成多組客製化用戶頭像方法，包含由用戶依自己的喜好選擇複數個分類標籤包含人物標籤、動作/背景標籤、物件/飾品標籤，運算處理單元將該些分類標籤組合成一標籤參數組並從模型資料庫提取一模型參數列表，依該標籤參數組從該模型參數列表篩選出相同或相近的複數個模型參數，該運算處理單元依該些模型參數從模型資料庫提取對應的複數個頭像模型，再將該些頭像模型封包後傳送到該應用程式；該應用程式接收該些頭像模型並進行解包並顯示供該用戶選擇，若該用戶選擇該些頭像模型其中之一，該應用程式將該頭像模型綁定該用戶。","branch","Yes","電腦視覺與影像處理",9,"6180","文化創意業","2025-09-18",0.4,-35.16,3,-23.7,-44.8,46.17,68.3,69.7,60.8,60.8,67.4,0.01188,0,"TW"
"1743","TWI891337B","台灣積體電路製造","2025-09-19","2025-09-15","2024-04-25","2025-07-21","半導體裝置及其製造方法","一種裝置包括位於n型區域中的矽奈米結構和位於p型區域中的矽鍺奈米結構，其中至少一個矽鍺奈米結構包括具有約20%或更低的第一鍺濃度的矽核心區域，具有位於矽核心區域和矽鍺區域之間的第一個界面的矽鍺區域，以及具有在矽鍺區域和第二矽鍺區域之間的第二界面的第二矽鍺區域，第二矽鍺區域具有高達約40%的第二鍺濃度。鍺的濃度梯度從第一鍺濃度增加到第二鍺濃度。高k介電層圍繞矽奈米結構中的至少一者和矽鍺奈米結構中的至少一者。","branch","Yes","半導體結構與製程",99,"2330","半導體","2025-09-18",0.17,33.84,10,38.65,52.84,61.72,572.5,566.2,1187.2,1285,693,37.09308,54.1,"TW"
"1744","TWI891360B","台灣積體電路製造","2025-09-19","2025-09-15","2024-05-09","2025-07-21","半導體結構及其形成方法","一個示例半導體結構包括從基板形成並沿一方向縱向延伸的鰭片結構、在基板上方和鰭片結構周圍的隔離特徵、包裹鰭片結構的通道區域的閘極結構、沿閘極結構側壁延伸的第一閘極間隔物、在第一閘極間隔物上方的第二閘極間隔物、在第二閘極間隔物上方的填料介電層、設置在鰭片結構的源極/汲極區域上方的磊晶特徵，磊晶特徵的一部分設置在填料介電層上方、在磊晶特徵和填料介電層上方的接觸蝕刻停止層、在接觸蝕刻停止層上方的層間介電層。接觸蝕刻停止層的一部分沿一方向在磊晶特徵和閘極結構的側壁之間延伸。","branch","Yes","半導體結構與製程",86,"2330","半導體","2025-09-18",0.17,33.84,10,38.65,52.84,61.72,572.5,566.2,1187.2,1285,693,37.09308,54.1,"TW"
"1745","TWI891368B","創鑫智慧","2025-09-19","2025-09-15","2024-05-15","2025-07-21","改善記憶體頻寬的人工智慧晶片","一種人工智慧（AI）晶片包括電路基板、路由層和片上系統（SOC）。路由層形成在電路基板的表面上，包括多個凸點墊和多條跡線連接SOC PHY凸點和基板凸點。本揭露利用先進的扇出（fanout）封裝增加信號線數量，提醒SOC的規畫上做出適量改變以契合現代AI晶片多容量、大頻寬的要求，並且在成本上能得到有效控制。所述片上系統包括數個DRAM介面實體結構（PHY），且這些DRAM介面實體結構經由所述路由層電性耦合至多個外部裝置，以同時接收來自多個外部裝置的訊號。所述路由層可為扇出電路層。","main",NA,"AI晶片與硬體加速器",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"1746","TWI891398B","美商達爾科技","2025-09-19","2025-09-15","2024-06-11","2025-07-21","溝槽式半導體結構及其製造方法","本發明提供溝槽式半導體結構及其製造方法。溝槽式半導體結構包括：半導體材料層，具有第一表面、第二表面；溝槽結構，從第一表面往第二表面延伸，包括電極及閘極，電極包括與閘極相鄰的第一部分，以及位於閘極下方且與第一部分相接的第二部分；第一摻雜區，位於半導體材料層鄰近第一表面且與第一部分鄰近；介電層，位於第一表面上且覆蓋溝槽結構；屏蔽金屬層，覆蓋介電層及第一摻雜區，且接觸電極；以及金屬層，位於介電層以及第一摻雜區上。電極的第一部分位於第一摻雜區與閘極間，電極及第一摻雜區均與屏蔽金屬層接觸並與金屬層電連接。","branch",NA,"半導體結構與製程",91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"1747","TWI891427B","聯華電子","2025-09-19","2025-09-15","2024-07-02","2025-07-21","具有高壓電晶體、中壓電晶體和低壓電晶體的結構及其製作方法","一種具有高壓、中壓和低壓電晶體的結構包含一基底，基底包含一高壓區、一中壓區和一低壓區，一高壓電晶體設置於高壓區，高壓電晶體包含一第一閘極介電層埋入於基底，一第一閘極結構設置於第一閘極介電層上，一中壓電晶體設置於中壓區，中壓電晶體包含一第二閘極介電層埋入於基底，一第二閘極結構設置於第二閘極介電層上，其中第二閘極結構的厚度大於第一閘極結構的厚度。","branch","Yes","半導體結構與製程",86,"2303","半導體","2025-09-18",0.68,-7.2,5,3.45,-15.54,-22.11,43.2,44.1,42.4,41.8,43.4,0.58423,0,"TW"
"1748","TWI892140B","精元電腦","2025-09-19","2025-09-15","2023-05-30","2025-08-01","非接觸式檢測辨識系統","一種非接觸式檢測辨識系統，用於檢測一使用者的手的手勢變化，該非接觸式檢測辨識系統包含一基座、一光學檢測單元，及一光指引單元， 該光學檢測單元設置於該基座，並用於檢測一位於一檢測區域內的該使用者的手的手勢變化，該光指引單元設置於該基座，並朝對應於該檢測區域處投射一指引光，使該指引光能夠提示出該檢測區域的位置，而能方便該使用者於該檢測區域內進行手勢操作，進而能確保辨識手勢時的穩定性。","decline","Yes","電子產品檢測",13,"2387","電腦及週邊","2025-09-18",1.15,-23.13,1,-22.56,-32.8,-48.23,51.3,53.6,42.7,41.8,50.5,0.00908,0,"TW"
"1749","TWI892187B","南韓商哈納新材料","2025-09-19","2025-09-15","2023-07-24","2025-08-01","聚焦環及用於製備其之方法","一聚焦環及用於製備其之方法。該聚焦環包括：一第一環，其由一第一材料製成；一第二環，其被該第一環覆蓋，其中該第二環由不同於該第一材料的一第二材料製成；以及一緊固構件，其組配來將該第一環耦接至該第二環。該緊固構件包括：一貫穿部分，其組配成穿過該第二環；以及一埋藏部分，其埋藏於該第一環之一下部分中。該貫穿部分可具有一第一直徑，且該埋藏部分可具有大於或等於該第一直徑的一第二直徑。","main",NA,"半導體結構與製程",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"1750","TWI892193B","台灣積體電路製造","2025-09-19","2025-09-15","2023-07-31","2025-08-01","資料具體化方法、資料具體化平台、以及非暫時性電腦可讀儲存媒體","資料具體化平台可以執行核心雲端環境和邊緣雲端環境之間的資料遷移處理。資料具體化平台可以識別與資料遷移處理相關聯的儲存在核心雲端環境的資料儲存庫中的屬性值，其中屬性值將被用作機器學習模型的輸入，該機器學習模型將由資料具體化平台執行。邊緣雲端環境。資料具體化平台可以分析屬性值以識別與屬性值的子集相關聯的複數個範圍，對於該等範圍，機器學習模型的輸出被估計為大致相同的輸出。資料具體化平台可以由資料具體化平台對來自核心雲端環境的資料儲存庫的屬性值的子集實行去重，以生成與複數個中間範圍值相關聯的已資料刪除的屬性值。","decline","Yes","邊緣運算",76,"2330","半導體","2025-09-18",0.17,33.84,10,38.65,52.84,61.72,572.5,566.2,1187.2,1285,693,37.09308,54.1,"TW"
"1751","TWI892241B","台灣積體電路製造","2025-09-19","2025-09-15","2023-09-26","2025-08-01","半導體裝置結構與其形成方法","提供半導體裝置結構。結構包括半導體通道層位於基板上，以及閘極介電層位於半導體通道層上。閘極介電層包括第一高介電常數的介電層，具有第一摻質濃度的偶極元素；以及第二高介電常數的介電層，具有第二摻質濃度的偶極元素，且第二摻質濃度不同於第一摻質濃度。結構亦包括閘極層沉積於閘極介電層上；以及插入層位於閘極介電層與閘極層之間，其中插入層包括貴金屬。","branch","Yes","半導體結構與製程",98,"2330","半導體","2025-09-18",0.17,33.84,10,38.65,52.84,61.72,572.5,566.2,1187.2,1285,693,37.09308,54.1,"TW"
"1752","TWI892298B","南亞科技","2025-09-19","2025-09-15","2023-02-13","2025-08-01","半導體元件及其製備方法","本申請提供一種半導體元件及其製備方法。半導體元件包括基底、第一圖案以及第二圖案。第一圖案設置於基底上。第一圖案包括第一段及第二段，且第一段及第二段中的每一個都沿第一方向延伸。第二圖案設置於第一圖案上。第二圖案包括沿著不同於第一方向的第二方向延伸的第一部分。第二圖案的第一部分沿不同於第一方向及第二方向的第三方向與第一段及第二段重疊。第一圖案及第二圖案與疊置誤差有關。導電接觸沿第一方向具有第一間距，第二圖案沿第一方向具有第二間距，且第一間距與第二間距相同。","branch","Yes","半導體結構與製程",54,"2408","半導體","2025-09-18",0.59,141.32,10,6.1,-854.05,-94.09,64.1,58.5,67.2,80,62.5,0.27593,52.5,"TW"
"1753","TWI892302B","南亞科技","2025-09-19","2025-09-15","2023-03-16","2025-08-01","具有埋入式閘極結構的半導體元件","一種半導體元件，包括設置於半導體基底中的第一、第二及第三埋入式閘極結構。第一埋入式閘極結構包括第一閘極介電層，及設置於第一閘極介電層上的第一下層半導體層。第一下層半導體層在橫截面上具有T形輪廓。第一埋入式閘極結構還包括設置於第一下層半導體層上的第一上層半導體層。第二埋入式閘極結構包括第二閘極介電層，及設置於第二閘極介電層上的第二下層半導體層。第二下層半導體層在橫截面上具有U形輪廓。第二埋入式閘極結構還包括設置於第二下層半導體層上的第二上層半導體層。第三埋入式閘極結構與第一埋入式閘極結構及第二埋入式閘極結構相隔。第一埋入式閘極結構設置於陣列區中，第二埋入式閘極結構設置於周邊電路區中。第二上層半導體層延伸至低於第二閘極介電層的頂面。","branch","Yes","半導體結構與製程",47,"2408","半導體","2025-09-18",0.59,141.32,10,6.1,-854.05,-94.09,64.1,58.5,67.2,80,62.5,0.27593,52.5,"TW"
"1754","TWI892304B","韓商碩密斯公司","2025-09-19","2025-09-15","2023-11-16","2025-08-01","半導體元件製造裝置部件","本發明提供一種包括單晶矽的半導體元件製造裝置部件，其中，在部件的至少一個表面上，水接觸角為45°至74°且二碘甲烷接觸角為41°至57°。","main",NA,"半導體結構與製程",76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"1755","TWI892330B","大陸商中微半導體設備(上海)","2025-09-19","2025-09-15","2023-11-28","2025-08-01","用於電漿處理器的下電極組件","本發明提供一種用於電漿處理器的下電極組件，其中，包括一基座，基座上方包括加熱器和靜電夾盤，所述靜電夾盤用於支撐待處理基片；基座下方包括一控溫板，一隔熱層位於所述基座和控溫板之間實現對所述基座和控溫板之間的熱隔離；所述基座中包括第一冷卻液通道，所述第一冷卻液通道用於連接到第一冷卻液源；控溫板中包括第二冷卻液通道，所述第二冷卻液通道用於連接到第二冷卻液源；一絕緣套管穿過所述控溫板和隔熱層到達基座，一電纜位於絕緣套管內，所述電纜一端連接到基座，另一端用於連接到控溫板下方的至少一個射頻電源；所述控溫板中設置有一個輔助控制電路，用於驅動控制所述加熱器。","main",NA,"電機機械",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"1756","TWI892334B","台灣積體電路製造","2025-09-19","2025-09-15","2023-11-29","2025-08-01","半導體裝置與製造半導體裝置的方法","半導體裝置包含第一上層通道結構、第一上層通道結構下方的第一中間結構、第一中間結構下方的第一下層通道結構以及連接第一下層通道結構的電壓源，其中第一上層通道結構、第一中間結構以及第一下層通道結構包含第一垂直器件，其提供電壓源以及第一上層通道結構之間的電連接部分。","branch","Yes","半導體結構與製程",66,"2330","半導體","2025-09-18",0.17,33.84,10,38.65,52.84,61.72,572.5,566.2,1187.2,1285,693,37.09308,54.1,"TW"
