"","公司全名","專利號","申請日","獲證日","PR","標題","專利摘要","預測年份","主分支","台灣上市櫃","技術分類","股票代碼","產業別","資料時間","氣動值","月營收成長率","熱度值","營收成長率","毛利成長率","營益成長率","外資成本","投信成本","自營商成本","收盤價","加權後成本"
"1548","大陸商北京北方華創微電子裝備","TWI802098B","2021-11-24","2023-05-11",63,"半導體熱處理設備的承載裝置及半導體熱處理設備","本發明提供一種半導體熱處理設備的承載裝置及半導體熱處理設備，該承載裝置包括承載主體，該承載主體包括複數用於承載晶圓的承載位，且複數支撐件承載位沿支撐件承載主體的軸向間隔排佈，還包括測溫裝置，測溫裝置包括支撐件和複數測溫組件，其中，支撐件與承載主體連接，且位於承載主體的承載位的邊緣外側；複數測溫組件均設置在支撐件上，且沿承載主體的軸向間隔排佈，並且每個測溫組件均具有延伸至承載位的邊緣內側的測溫端，用於對與該測溫端對應的分區的溫度進行檢測。本發明提供的半導體熱處理設備的承載裝置及半導體熱處理設備，能夠提高對晶圓測溫的準確性。","Y2024","main","No","散熱管理",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1549","大陸商北京集創北方科技","TWI817666B","2022-08-19","2023-10-01",63,"感測數據之雜訊濾除方法、感測驅動晶片及資訊處理裝置","一種感測數據之雜訊濾除方法，係由一控制電路實現，其包括：利用一濾波視窗選擇一幀感測數據中之一行或一列數據中之一局部區域內之第1至n個數據，並對該些數據執行一多項式擬合運算以產生一多項式，n為大於1之正整數；利用該多項式更新該第1個數據；以及在該行或該列數據中使該濾波視窗逐次移動一個感測數據點以更新所述局部區域，對新的所述局部區域內之第1至n個數據執行該多項式擬合運算以產生一新的多項式，及利用該新的多項式更新該新的所述局部區域內的該第1個數據。","Y2024","main","No","其他",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1550","新唐科技","TWI775702B","2021-12-29","2022-08-21",63,"控制電路及其系統編程方法","一種控制電路，設置於一第一電子裝置，第一電子裝置係透過高畫質多媒體介面(HDMI)匯流排與一第二電子裝置電性連接。控制電路包括：一快閃記憶體，其中快閃記憶體包括一應用程式區及一系統編程區；以及一運算單元。當第一電子裝置接收到一高畫質多媒體介面-消費者電子控制(HDMI-CEC)指令時，運算單元係判斷HDMI-CEC指令是否符合一特定條件。因應於HDMI-CEC指令符合特定條件，控制電路係控制第一電子裝置進入一系統編程模式以更新在應用程式區或系統編程區之韌體。","Y2024","main","Yes","記憶體裝置","4919","半導體","2024-10-30",0.36,-12.71,3,-8.1,-22.09,-141.71,97.8,111.7,96.4,101,103.1
"1551","新唐科技","TWI785952B","2021-12-30","2022-12-01",63,"密碼加速器以及加解密運算的差分故障分析方法","本發明提供密碼加速器。加解密電路用以根據控制信號執行加解密運算。加解密運算包括複數正常回合以及複數冗餘回合。控制器用以根據第一變數和第二變數提供控制信號至加解密電路，以控制加解密電路執行正常回合以及冗餘回合的順序。第一儲存器用以儲存執行正常回合的狀態。第二儲存器用以儲存執行冗餘回合的狀態。加解密電路根據第一變數將正常回合劃分成第一正常部分與第二正常部分，並根據第二變數將冗餘回合劃分成第一冗餘部分與第二冗餘部分。加解密電路是依序執行第一正常部分、第一冗餘部分、第二正常部分以及第二冗餘部分。","Y2024","main","Yes","其他","4919","半導體","2024-10-30",0.36,-12.71,3,-8.1,-22.09,-141.71,97.8,111.7,96.4,101,103.1
"1552","新唐科技","TWI817285B","2021-12-13","2023-10-01",63,"半導體裝置及其形成方法","一種半導體裝置包括第一導電類型的半導體基底；位於半導體基底內的第二導電類型區域；位於第二導電類型區域中的飄移區，飄移區具有第一導電類型；與飄移區的第一側相距設置的源極結構；位於第二導電類型區域的頂面上且相應於飄移區的第一側的第一閘極結構；與飄移區的第二側相距設置的汲極結構；位於第二導電類型區域之上且鄰近飄移區的第二側的第二閘極結構，第二閘極結構位於飄移區與汲極結構之間；以及位於第二閘極結構之上的一導電層，且一絕緣層位於第二閘極結構與導電層之間。導電層電性連接汲極結構、第二閘極結構以及飄移區。","Y2024","main","Yes","半導體結構","4919","半導體","2024-10-30",0.36,-12.71,3,-8.1,-22.09,-141.71,97.8,111.7,96.4,101,103.1
"1553","日商斯庫林集團","TWI807703B","2022-03-21","2023-07-01",63,"基板處理裝置以及基板升降裝置","本發明的基板處理裝置係具備：複數個第一升降銷，係形成為將上下方向作為軸方向的筒狀；複數個第二升降銷，係形成為將上下方向作為軸方向的筒狀或者棒狀，並插通至各個第一升降銷的內部；以及升降機構，係使第一升降銷以及第二升降銷升降。升降機構係切換：第一狀態，係第一升降銷的上端上升至第一高度且第二升降銷的上端位於比第一升降銷的上端還下方之狀態；以及第二狀態，係第二升降銷的上端上升至第二高度且第一升降銷的上端位於比第二升降銷的上端還下方之狀態。無須增加設置於基板支撐構件之貫通孔的數量即能夠實現基板支撐的切換。","Y2024","main","No","其他",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1554","日商斯庫林集團","TWI840956B","2022-09-20","2024-05-01",63,"基板處理方法及基板處理裝置","本發明提供一種基板處理方法及基板處理裝置。基板處理方法係藉由基板處理裝置(100)來執行。基板處理裝置(100)具備處理槽(110)、及配置於處理槽(110)之內部之氣泡供給管(21)。基板處理方法中，基板保持部(120)將基板(W)浸漬於處理槽(110)中所貯存之鹼性處理液(LQ)中。氣泡供給部(200)於基板(W)浸漬於鹼性處理液(LQ)中之狀態下，從基板(W)之下方對鹼性處理液(LQ)，從設置於氣泡供給管(21)之複數個氣泡孔(G)之各者供給氣泡(BB)。","Y2024","main","No","其他",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1555","瑞昱半導體","TWI813269B","2022-04-26","2023-08-21",63,"程式碼校驗方法及非暫態電腦可讀記錄媒體裝置","一種程式碼校驗方法包含：使編譯器根據高階程式碼文件產生映射文件及低階程式碼文件；自映射文件取得目標函數信息；自低階程式碼文件找到目標程式碼文件；自目標程式碼文件獲取目標函數信息的目標函數名的第一返回指令；遍歷低階程式碼文件以取得各調用模組名與各調用函數名的第二返回指令；自映射文件取得各調用模組名的第二儲存區域；根據目標函數信息的第一儲存區域、第一返回指令、每一第二儲存區域與每一第二返回指令判斷各調用函數名對目標函數名的調用是否符合分頁切換編寫格式；及於判定不符分頁切換編寫格式時產生校驗失敗結果。","Y2024","main","Yes","其他","2379","半導體","2024-10-30",0.64,10.96,5,16.67,42.28,89.74,478.8,446.2,490.3,478.5,468.1
"1556","神雲科技","TWI822242B","2022-08-12","2023-11-11",63,"基本輸入輸出系統設定方法及伺服設備","一種伺服設備包含記憶模組、一晶片模組。記憶模組用以儲存至少一組態位元、多種組態檔。當伺服設備處於一重新上電模式且晶片模組偵測到無法讀取前次暫存的第一BIOS組態檔時，晶片模組讀取該組態位元。晶片模組根據該組態位元及一組態選擇指令將該多種組態檔的其中之一作為第一BIOS組態檔及一目標組態檔其中之一者。晶片模組判斷是否接收一設定指令，該設定指令用以決定是否進入一調整模式。當判定不進入該調整模式時，則該晶片模組根據所儲存的第一BIOS組態檔執行開機程序。","Y2024","main","No","記憶體裝置",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1557","緯創資通","TWI812395B","2022-08-11","2023-08-11",63,"用於邏輯分析的微控制器、方法及電子系統","本揭露提供一種用於邏輯分析的微控制器、方法及電子系統。微控制器包括一計數單元、一控制單元，以及一緩衝單元。計數單元以一預設週期進行計數，並且輸出一計數值。控制單元接收複數個資料以及計數值。緩衝單元用以執行先進先出的操作。響應於複數個資料的至少一者發生轉態，控制單元記錄當下的複數個資料的狀態以及計數值，進而產生一傳輸資料，並且將傳輸資料儲存至緩衝單元。","Y2024","main","Yes","其他","3231","電腦及週邊","2024-10-30",0.71,24.42,1,15.78,28.1,62.17,106,93.1,107.6,111,101.2
"1558","美商蘋果公司","TWI796748B","2021-08-03","2023-03-21",63,"使用替代結果之記憶體子系統校準","本文揭示一種記憶體子系統及用於在其中實行校準的方法。一記憶體子系統包括由複數個信號路徑耦接至一記憶體的一記憶體控制器。該記憶體控制器經組態以實行一初始校準以判定對應於該複數個信號路徑之該等者的各別眼圖。對於後續校準，針對該複數個信號路徑的一子集判定經更新之眼圖。該複數個信號路徑的其餘者（未包括在該子集中）在後續校準期間並非作用中的。針對該複數個信號路徑之該等其餘者的經更新之眼圖係基於該初始校準期間所獲得的資訊以及來自針對該複數個信號路徑之該等其餘者指定代理的該子集中的信號路徑的資訊來判定。","Y2024","main","No","記憶體裝置",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1559","致伸科技","TWI792613B","2021-10-15","2023-02-11",63,"一種資料回報率之調整方法","本案為一種資料回報率之調整方法，應用於一電腦主機與一周邊輸入裝置之間，該方法主要是依據電腦主機本身的實際工作負荷及硬體運作效能，甚或進一步搭配內建軟體的運作類型，而提供使用者可運用內建預設值或自訂預設值之方式進行資料回報率之智慧或動態調整。","Y2024","main","Yes","其他","4915","電子零組件","2024-10-30",0.81,-2.61,1,-4.34,3.94,-0.92,85.2,78.5,90.2,81,83.5
"1560","華邦電子","TWI830489B","2022-11-09","2024-01-21",63,"動態隨機存取記憶體及其製造方法","提供一種動態隨機存取記憶體，包括基底、多個位元線結構以及接觸窗。基底具有主動區。多個位元線結構設置於基底上，且每一位元線結構至少包括導電結構、絕緣蓋層與間隙壁。絕緣蓋層設置於導電結構上。間隙壁設置於導電結構的側壁與絕緣蓋層的側壁上。導電結構被配置為與主動區電性連接。接觸窗位於多個位元線結構之間，且接觸窗的至少一部分延伸至多個位元線結構的一者的間隙壁的下方。","Y2024","main","Yes","記憶體裝置","2344","半導體","2024-10-30",1.46,6.87,3,14.21,20.67,475.14,23.3,24.9,19.6,19.25,23.2
"1561","力旺電子","TWI824872B","2022-12-12","2023-12-01",62,"電荷捕捉式非揮發性記憶體的記憶胞","一種電荷捕捉式非揮發性記憶體的記憶胞，包括：一半導體基板、一井區、一第一摻雜區、一第二摻雜區、一閘極結構、一保護層、一電荷捕捉層、一介電層、一第一導線與一第二導線。第一摻雜區與第二摻雜區形成於該井區表面下方。閘極結構形成於該井區表面上方。保護層形成於該井區表面上方。電荷捕捉層覆蓋於該井區表面、該閘極結構與該保護層。介電層覆蓋於該電荷捕捉層。第一導線連接至該第一摻雜區。第二導線連接至該第二摻雜區。","Y2024","branch","Yes","半導體封裝技術","3529","半導體","2024-10-30",0.09,7.22,10,28.19,28.19,34.28,2368.4,2142.6,2952.2,3190,2394.8
"1562","南亞科技","TWI833224B","2022-05-24","2024-02-21",62,"具有可程式設計元件的半導體元件及其製備方法","本申請揭露一種半導體元件及其製備方法。該半導體元件包括一基底，設置於該基底中的一通道區，設置於該基底中並分別設置於該通道區兩端的一第一雜質區，設置於該通道區上的一閘極介電質層，設置於該閘極介電質層上的一閘極底部導電層，分別設置於該第一雜質區上的一複合接觸，分別設置於該複合接觸上的一可程式設計絕緣層，設置於該可程式設計絕緣層上並與該閘極底部導電層電耦合的一頂端導電層。複數個複合接觸中的一個包括具有U形輪廓的一保護襯墊及該保護襯墊中的一金屬核。","Y2024","main","Yes","半導體結構","2408","半導體","2024-10-30",1.19,-5.12,7,41.18,136.4,27.17,55.2,60.1,44.3,42.3,55
"1563","南韓商三星電子","TWI830160B","2022-02-25","2024-01-21",62,"半導體元件","一種半導體元件，包含：第一導電線，設置於基底上且在第一方向上彼此間隔開，第一方向垂直於基底的頂表面；第二導電線，在第二方向上與第一導電線間隔開，第二方向平行於基底的頂表面；閘極電極，安置於第一導電線與第二導電線之間且在第一方向上延伸；多個通道圖案，經設置以圍封閘極電極的側表面且在第一方向上彼此間隔開；鐵電圖案，位於通道圖案中的每一者與閘極電極之間；以及閘極絕緣圖案，位於通道圖案中的每一者與鐵電圖案之間。通道圖案中的每一者連接至第一導電線中的對應一者及第二導電線中的對應一者。","Y2024","main","No","半導體結構",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1564","台灣積體電路製造","TWI777885B","2022-01-04","2022-09-11",62,"半導體裝置及其形成方法","本揭露實施例提供一種半導體裝置及其形成方法。半導體裝置包括位在半導體基板上方的第一重分佈線路以及第二重分佈線路、位在第一重分佈線路以及第二重分佈線路上方的第一鈍化層、位在第一重分佈線路上方並電性耦接第一重分佈線路的第一凸塊下金屬結構、位在第二重分佈線路上方並電性耦接第二重分佈線路的第二凸塊下金屬結構。第一凸塊下金屬結構延伸穿過第一鈍化層，第一凸塊下金屬結構的頂表面是凹陷的。第二凸塊下金屬結構延伸穿過第一鈍化層，第二凸塊下金屬結構的頂表面是平的或凸起的。","Y2024","main","Yes","半導體封裝技術","2330","半導體","2024-10-30",0.35,39.6,10,40.07,37.63,41.89,469.6,509.8,1018.6,1030,595.5
"1565","台灣積體電路製造","TWI788025B","2021-09-24","2022-12-21",62,"形成半導體裝置的方法和半導體封裝","一種形成半導體裝置的方法，包括：在載體上方形成第一互連件結構；在載體上方形成散熱塊；在第一互連件結構上方形成多個金屬柱；在第一互連件結構和散熱塊上方形成第一積體電路晶粒；移除載體；使用第一電性連接器和散熱連接器將半導體封裝附接到第一互連件結構和散熱塊；以及形成多個外部電性連接器，這些外部電性連接器配置為將每個外部電性連接傳輸到半導體裝置中，散熱塊與每個外部電性連接電性隔離。","Y2024","main","Yes","半導體封裝技術","2330","半導體","2024-10-30",0.35,39.6,10,40.07,37.63,41.89,469.6,509.8,1018.6,1030,595.5
"1566","台灣積體電路製造","TWI805269B","2022-03-11","2023-06-11",62,"半導體結構及其製造方法","一種鐵電場效電晶體(FeFET)，具有雙閘極結構，包括第一閘極電極、位於第一閘極電極上方的第一鐵電材料層、位於第一鐵電材料上方的半導體通道層、接觸半導體通道層的複數源極與汲極電極、位於半導體通道層上方的第二鐵電材料層、以及位於第二鐵電材料層上方的第二閘極電極。","Y2024","main","Yes","半導體結構","2330","半導體","2024-10-30",0.35,39.6,10,40.07,37.63,41.89,469.6,509.8,1018.6,1030,595.5
"1567","台灣積體電路製造","TWI807647B","2022-02-22","2023-07-01",62,"使用第一鰭邊界及第二鰭邊界設計並製造之半導體結構及其製造方法","本發明實施例係關於一種包含第一finfet單元及第二finfet單元之半導體結構。該等第一finfet單元中之每一者根據類比電路設計規則而具有一類比鰭邊界，且該等第二finfet單元中之每一者根據數位電路設計規則而具有一數位鰭邊界。該半導體結構進一步包含由該等第一finfet單元形成之第一電路、由該等第二finfet單元形成之第二電路以及由該等第一finfet單元中之一或多者及該等第二finfet單元中之一或多者形成之第三電路。","Y2024","main","Yes","半導體結構","2330","半導體","2024-10-30",0.35,39.6,10,40.07,37.63,41.89,469.6,509.8,1018.6,1030,595.5
"1568","台灣積體電路製造","TWI830220B","2022-05-04","2024-01-21",62,"半導體裝置及其製造方法","一種半導體裝置，包括：矽穿孔(TSV)，在基底中的TSV區域中，並且TSV延伸穿過基底；ESD單元，靠近TSV的第一端並與TSV區域接觸，ESD單元包括彼此並聯電連接的一組二極體；天線焊盤，電連接到TSV的第二端；以及天線，電連接到天線焊盤並在第一方向中延伸，第一方向平行於TSV的長軸。半導體裝置包括：導電柱，在基底的與天線焊盤相同的一側平行於TSV延伸，其中，導電柱的第一端電連接到天線焊盤，並且導電柱的第二端電連接到ESD單元的該組二極體。","Y2024","main","Yes","靜電放電保護","2330","半導體","2024-10-30",0.35,39.6,10,40.07,37.63,41.89,469.6,509.8,1018.6,1030,595.5
"1569","台灣積體電路製造","TWI842199B","2022-11-15","2024-05-11",62,"半導體裝置及其製造方法","一種方法包含提供具有一基板、位於基板上方的半導體通道層、位於半導體通道層上方的界面氧化物層及位於界面氧化物層上方的高k閘極介電層的結構，其中半導體通道層包含鍺。此方法進一步包含在高k閘極介電層上方形成金屬氮化物層及使用含金屬氣體對結構進行第一處理。在進行第一處理之後，方法進一步包含將矽層沉積於金屬氮化物層上方；然後對結構進行退火，使得金屬混合層形成於高k閘極介電層上方。金屬混合層包含金屬氧化物，金屬氧化物具有來自高k閘極介電層的多種金屬種類及來自含金屬氣體的多種附加金屬種類。","Y2024","main","Yes","半導體封裝技術","2330","半導體","2024-10-30",0.35,39.6,10,40.07,37.63,41.89,469.6,509.8,1018.6,1030,595.5
"1570","大陸商台積電(中國)","TWI830220B","2022-05-04","2024-01-21",62,"半導體裝置及其製造方法","一種半導體裝置，包括：矽穿孔(TSV)，在基底中的TSV區域中，並且TSV延伸穿過基底；ESD單元，靠近TSV的第一端並與TSV區域接觸，ESD單元包括彼此並聯電連接的一組二極體；天線焊盤，電連接到TSV的第二端；以及天線，電連接到天線焊盤並在第一方向中延伸，第一方向平行於TSV的長軸。半導體裝置包括：導電柱，在基底的與天線焊盤相同的一側平行於TSV延伸，其中，導電柱的第一端電連接到天線焊盤，並且導電柱的第二端電連接到ESD單元的該組二極體。","Y2024","main","No","靜電放電保護",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1571","新加坡商鴻運科","TWI801201B","2022-04-13","2023-05-01",62,"固態硬碟機狀態監控方法、系統、伺服器及存儲介質","本申請提供一種固態硬碟機狀態監控方法、系統、伺服器及存儲介質。所述固態硬碟機狀態監控方法，應用於卷管理設備不可用之處理器，所述方法包括：回應於固態硬碟機之拔出訊息，維持電源指示控制位訊息不變；發送所述電源指示控制位訊息至複雜可程式設計邏輯器件；獲取來自所述複雜可程式設計邏輯器件之解碼訊息；根據所述解碼訊息設置暫存器位置訊息。","Y2024","main","No","計算儲存裝置",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1572","新唐科技","TWI839628B","2021-08-09","2024-04-21",62,"半導體結構及其製造方法","一種半導體結構，包括基板、第一氮化物半導體層、第二氮化物半導體層、源極電極、汲極電極、第三氮化物半導體層、第四氮化物半導體層、第五氮化物半導體層以及閘極電極。第一氮化物半導體層以及第二氮化物半導體層依序堆疊於基板之上。源極電極以及汲極電極設置於第一氮化物半導體層之上。第四氮化物半導體層、第五氮化物半導體層、第三氮化物半導體層以及閘極電極依序堆疊於第二氮化物半導體層之頂面且位於源極電極以及汲極電極之間。第三氮化物半導體層以及第四氮化物半導體層具有P型摻雜。","Y2024","main","Yes","半導體結構","4919","半導體","2024-10-30",0.36,-12.71,3,-8.1,-22.09,-141.71,97.8,111.7,96.4,101,103.1
"1573","日商TDK","TWI827222B","2022-08-30","2023-12-21",62,"肖特基能障二極體","本發明之課題在於於使用氧化鎵的肖特基能障二極體中，可確保充分的逆向耐壓，且降低導通電阻。

本發明之解決手段為一種肖特基能障二極體1，係具備有：由氧化鎵構成的半導體基板20、設置於半導體基板20上且由氧化鎵構成的飄移層30、與飄移層30進行肖特基接觸的陽極電極40、以及與半導體基板20進行歐姆接觸的陰極電極50。飄移層30係具有埋覆了陽極電極40的中心溝渠61。中心溝渠61的底面係由絕緣膜70所覆蓋而未接觸陽極電極40，且中心溝渠61的側面之至少其中一部分未覆蓋絕緣膜70，而與陽極電極40進行肖特基接觸。藉此，不需提高飄移層的雜質濃度，可降低導通電阻。","Y2024","branch","No","半導體封裝技術",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1574","日商鎧俠","TWI820808B","2022-07-21","2023-11-01",62,"半導體製造裝置及半導體裝置的製造方法","實施形態是提供一種即使在基板有彎曲的情況，也可高精度實行根據旋轉塗佈法的處理之半導體製造裝置及半導體裝置的製造方法。        實施形態的半導體製造裝置是具備保持部、吐出部、驅動部、控制部、第1感測器、第2感測器及修正部。保持部是保持基板而旋轉。吐出部是將液體吐出至被保持於保持部的基板的表面。驅動部是使吐出部變位。控制部是以液體會被吐出至表面的預定的吐出位置之方式控制驅動部。第1感測器是檢測出從比被保持於保持部的基板的背面更下方的基準面到背面的第1位置為止的第1距離。第2感測器是檢測出從基準面到比背面的第1位置更內側的第2位置為止的第2距離。修正部是根據第1距離及第2距離來修正吐出位置。","Y2024","main","No","半導體封裝技術",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1575","欣興電子","TWI844391B","2023-06-09","2024-06-01",62,"封裝結構及其製作方法","一種封裝結構，包括一電路板、一封裝基板、一電子/光子組件、一薄膜重佈層、一散熱組件以及一光纖組件。封裝基板配置於電路板上且與電路板電性連接。電子/光子組件包括一專用積體電路組件、一電子積體電路組件以及一光子積體電路組件。電子積體電路組件與光子積體電路組件堆疊地配置於封裝基板上且透過薄膜重佈層與封裝基板電性連接。電子積體電路組件於薄膜重佈層上的正投影重疊於光子積體電路組件於薄膜重佈層上的正投影。散熱組件配置於電子/光子組件上。光纖組件配置於封裝基板上，且光連接光子積體電路組件。","Y2024","main","Yes","半導體封裝技術","3037","電子零組件","2024-10-30",0.49,23.73,5,10.47,-27.79,-61.94,166.6,173.8,157,161.5,167.5
"1576","立錡科技","TWI835189B","2022-07-05","2024-03-11",62,"具有抵抗電漿傷害之銲墊結構的半導體元件及其製造方法","一種具有抵抗電漿傷害之銲墊結構的半導體元件，包括：主銲墊部，包括複數主導體單元與複數主層間連接單元；子銲墊部，包括複數子導體單元與複數子層間連接單元；銲墊接合單元，與頂主導體單元直接接觸且連接，其中頂主導體單元係形成於最上方之金屬層中之主導體單元；及橋接銲墊單元，與頂子導體單元直接接觸且連接，其中頂子導體單元係形成於最上方之金屬層中之子導體單元；其中橋接銲墊單元與銲墊接合單元直接接觸且連接；其中主銲墊部與子銲墊部分別位於銲墊接合單元與橋接銲墊單元下方，且主銲墊部與子銲墊部彼此不直接連接。","Y2024","main","No","半導體封裝技術",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1577","美商應用材料","TWI843061B","2022-03-02","2024-05-21",62,"具有提高的紅光量子效率之銦-鎵-氮化物發光二極體","形成半導體結構的範例處理方法可包括在半導體基板上形成成核層。此方法可進一步包括在成核層上形成第一、第二、及第三含鎵及氮區。第一含鎵及氮區可被多孔化，但不多孔化第二與第三含鎵及氮區。此方法仍可進一步包括在多孔化第一含鎵及氮區上形成第一主動區，及在未多孔化第二含鎵及氮區上形成第二主動區。此方法可又再包括在未多孔化第三含鎵及氮區上形成第三主動區。","Y2024","main","No","半導體結構",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1578","美商萬國商業機器公司","TWI818702B","2022-08-31","2023-10-11",62,"條件式資料存取","一種資料庫系統可包含記錄，每一記錄包括一屬性集合。該資料庫系統可進一步包含資料庫視圖，每一資料庫視圖表示該屬性集合之一子集。可儲存指示該屬性集合之一屬性子集及一處理目的的資料目的物件。每一處理目的可與授權存取該處理目的之該屬性子集的一或多個實體相關聯。可接收對於用於一特定處理目的及該等資料庫視圖中之一所選擇視圖之資料的一請求。可擷取指示該特定處理目的之一資料目的物件。可比較由該所選擇視圖表示之該屬性子集與在該所擷取資料目的物件中指示之該屬性子集。可提供該所選擇視圖之該屬性子集之值。","Y2024","main","No","其他",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1579","財團法人工業技術研究院","TWI804043B","2021-11-08","2023-06-01",62,"多輸入多輸出的累加器及其執行方法","一種多輸入多輸出的累加器及其執行方法，此多輸入多輸出的累加器包括加法器電路系統，用以執行運算。上述運算包括針對第一來源運算元以及第二來源運算元進行相加，以產生第一加總運算元，又針對第一加總運算元的最後至少一個位元進行直接截斷，以產生第一截斷加總運算元，以及針對第一截斷加總運算元進行往右位移，以產生第一位移加總運算元，其中第一截斷加總運算元的往右位移的位元位數等於第一加總運算元的直接截斷的位元位數。","Y2024","main","No","其他",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1580","財團法人工業技術研究院","TWI825710B","2022-05-10","2023-12-11",62,"紅外線元件及其製造方法","本揭露提供一種紅外線元件，包括：一基板；一金屬層，設置於該基板上；一第一半導體層，設置於該基板上，其中該第一半導體層與該金屬層之間形成有一空腔，且該第一半導體層電性連接該金屬層；一吸收層，設置於該第一半導體層上；以及一第二半導體層，設置於該吸收層上，並電性連接該第一半導體層，其中該第一半導體層的電阻溫度係數與該第二半導體層的電阻溫度係數不同。","Y2024","main","No","半導體封裝技術",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1581","財團法人工業技術研究院","TWI843251B","2022-10-25","2024-05-21",62,"目標追蹤系統及應用其之目標追蹤方法","目標追蹤系統包括觀測模組、動態追蹤模組、控制模組及瞄準模組。觀測模組用以擷取觀測畫面，其中觀測畫面包含被追蹤物之被追蹤物影像及瞄準點影像及偵測觀測模組與被追蹤物之間的距離。動態追蹤模組分析觀測畫面，以取得瞄準點影像與被追蹤物影像之間的落後修正向量及依據落後修正向量及距離，取得前饋修正向量。控制模組產生表示落後修正向量之控制指令及產生表示前饋修正向量之控制指令。瞄準模組依據控制指令移動，以控制瞄準點影像對準被追蹤物影像及控制瞄準點影像超前被追蹤物影像。","Y2024","main","No","其他",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1582","南亞科技","TWI798975B","2021-12-02","2023-04-11",61,"半導體裝置與其製造方法","本揭露的一些實施方式包含一種製造半導體裝置的方法，包含形成第一凹槽於第一晶圓中，其中第一凹槽在第一晶圓的第一前側表面並暴露第一晶圓的第一互連結構。形成第二凹槽於第二晶圓中，其中第二凹槽在第二晶圓的第二前側表面。以第一聚合物填充第一凹槽。以第二聚合物填充第二凹槽。接合第一晶圓的第一前側表面至第二晶圓的第二前側表面，使得第一聚合物接合至第二聚合物。移除在第一凹槽中的第一聚合物與在第二凹槽中的第二聚合物。以及，沉積金屬在第一凹槽與第二凹槽中。","Y2024","main","Yes","互連結構","2408","半導體","2024-10-30",1.19,-5.12,7,41.18,136.4,27.17,55.2,60.1,44.3,42.3,55
"1583","南亞科技","TWI825690B","2022-04-26","2023-12-11",61,"具有氣隙的半導體結構","本揭露提供一種具有圍繞位元線下部的氣隙的半導體結構。該半導體結構包括一基底；設置在該基底上的一位元線結構；圍繞該位元線結構的一第一介電質層；圍繞該第一介電質層的一下部的一第二介電質層，其中該第二介電質層藉由一第一氣隙與該第一介電質層分開；以及圍繞該第一介電質層的一上部並密封該第一氣隙的一第三介電質層。","Y2024","main","Yes","半導體結構","2408","半導體","2024-10-30",1.19,-5.12,7,41.18,136.4,27.17,55.2,60.1,44.3,42.3,55
"1584","南亞科技","TWI826325B","2023-05-19","2023-12-11",61,"具有聚合物襯墊的半導體元件","本申請提供一種半導體元件及其製備方法。該半導體元件包括：一第一基底，具有一正面及與該正面相對的一背面；一第一鈍化層，覆蓋在該第一基底的該正面上；一第二鈍化層，覆蓋在該第一基底的該背面上，其中該第二鈍化層具有面向遠離該第一基底的一頂面；一導電特徵，設置於該第一鈍化層中；一通基底孔(TSV)，穿透該第二鈍化層與該第一基底；以及一聚合物襯墊，位於該通基底孔的一側壁與該第一基底之間。","Y2024","main","Yes","半導體封裝技術","2408","半導體","2024-10-30",1.19,-5.12,7,41.18,136.4,27.17,55.2,60.1,44.3,42.3,55
"1585","南韓商三星電子","TWI799946B","2021-08-16","2023-04-21",61,"半導體記憶體元件","揭露一種半導體記憶體元件。所述半導體記憶體元件可包括：資料儲存層，包括資料儲存元件；互連層，設置於所述資料儲存層上；以及選擇組件層，設置於所述資料儲存層與所述互連層之間。所述互連層可包括在第一方向上延伸的位元線。所述選擇組件層可包括連接於所述資料儲存元件中的一者與所述位元線中的一者之間的胞元電晶體，且所述胞元電晶體可包括主動圖案及字元線，所述字元線與所述主動圖案交叉且在與所述第一方向交叉的第二方向上延伸。","Y2024","main","No","記憶體裝置",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
